,f1,f2,f3,f4,f5,f6,Stage
108,1.5019,0.81547,0.5994,0.26222,0.5994,0.018205,4
109,0.7481,0.3314,0.2588,0.13022,0.2588,0.018102,4
110,0.39062,0.13893,0.10268,0.053986,0.10268,0.0071471,4
111,0.88672,0.41933,0.29948,0.14805,0.29948,0.010268,4
112,1.5869,0.82008,0.61157,0.27022,0.61157,0.03474,4
113,0.56621,0.24021,0.17057,0.088066,0.17057,0.011752,4
114,0.29687,0.10104,0.060103,0.063098,0.060103,0.0064135,4
115,2.3536,1.5587,0.67996,0.37579,0.67996,0.036756,4
116,0.49277,0.14453,0.076935,0.055592,0.076935,0.0051693,4
117,2.3769,0.76693,0.43595,0.40128,0.43595,0.03102,4
118,1.925,0.56062,0.20999,0.21211,0.20999,0.016423,4
119,0.83256,0.25557,0.13903,0.14533,0.13903,0.012936,4
120,2.6347,0.79169,0.43048,0.30071,0.43048,0.015628,4
121,2.463,0.77503,0.42282,0.28582,0.42282,0.015076,4
122,1.3464,0.41112,0.28651,0.39101,0.28651,0.030452,4
123,2.3932,0.90613,0.44524,0.38322,0.44524,0.027984,4
124,1.2541,0.39422,0.20035,0.15527,0.20035,0.014043,4
125,4.7446,2.3823,1.2783,0.85914,1.2783,0.030576,4
126,0.43481,0.13932,0.073021,0.058369,0.073021,0.0040172,4
127,2.1955,1.3077,0.60561,0.30454,0.60561,0.02901,4
128,2.3349,1.7554,0.76012,0.35576,0.76012,0.025035,4
129,2.336,1.5963,0.78829,0.44614,0.78829,0.057173,4
130,2.3431,1.8328,0.82497,0.40873,0.82497,0.042598,4
131,2.3805,1.8946,0.79075,0.38736,0.79075,0.035772,4
132,2.3161,1.687,0.87546,0.5359,0.87546,0.077988,4
133,0.26898,0.088141,0.042241,0.031966,0.042241,0.0021138,4
134,1.8103,0.50748,0.26429,0.20906,0.26429,0.013977,4
135,0.2905,0.084968,0.056244,0.055545,0.056244,0.0047148,4
136,1.7669,0.53965,0.26599,0.2045,0.26599,0.013167,4
137,0.84263,0.22349,0.10977,0.13289,0.10977,0.011122,4
138,1.9059,0.57921,0.29802,0.18544,0.29802,0.009231,4
139,1.7408,0.56585,0.27,0.2025,0.27,0.012494,4
140,1.9281,0.54018,0.2774,0.1844,0.2774,0.0092704,4
141,1.8374,0.74744,0.34969,0.19246,0.34969,0.0092765,4
142,1.7155,0.60591,0.27274,0.18907,0.27274,0.011429,4
143,1.9281,0.54018,0.2774,0.1844,0.2774,0.0092704,4
144,1.844,1.078,0.43301,0.20395,0.43301,0.01005,4
145,1.9281,0.54018,0.2774,0.1844,0.2774,0.0092704,4
146,1.6345,0.75141,0.31752,0.16319,0.31752,0.011436,4
147,1.6179,0.7239,0.31541,0.16421,0.31541,0.012369,4
148,1.7098,0.96432,0.4132,0.20362,0.4132,0.014718,4
149,1.5562,0.8547,0.46872,0.26008,0.46872,0.017319,4
150,1.6079,0.84511,0.44995,0.32341,0.44995,0.035552,4
151,1.5811,0.69938,0.33503,0.20016,0.33503,0.019904,4
152,1.2638,0.389,0.15278,0.072643,0.15278,0.0054738,4
153,1.151,0.34267,0.13765,0.063791,0.13765,0.0046785,4
154,1.5604,0.45762,0.18196,0.082616,0.18196,0.0064417,4
155,0.64752,0.22161,0.080968,0.044457,0.080968,0.0034455,4
156,0.17426,0.072115,0.031542,0.01455,0.031542,0.00094701,4
157,0.53103,0.20551,0.096566,0.037093,0.096566,0.0021907,4
158,0.15902,0.067958,0.035479,0.014463,0.035479,0.0009801,4
159,0.62076,0.15312,0.065376,0.03069,0.065376,0.0023749,4
160,0.18219,0.072698,0.029086,0.015035,0.029086,0.0012159,4
161,0.12546,0.054661,0.024011,0.010957,0.024011,0.00077479,4
162,0.34683,0.15558,0.077092,0.027906,0.077092,0.0015629,4
163,0.16633,0.073123,0.038703,0.015403,0.038703,0.0010485,4
164,0.31249,0.093038,0.041212,0.019712,0.041212,0.001448,4
165,0.12311,0.055111,0.024107,0.01231,0.024107,0.0010674,4
166,0.12193,0.058907,0.02517,0.011099,0.02517,0.00080319,4
167,0.2552,0.13553,0.06892,0.024698,0.06892,0.0014635,4
168,0.17857,0.084409,0.045386,0.017304,0.045386,0.0011653,4
169,0.10332,0.039854,0.019436,0.010167,0.019436,0.00084664,4
170,0.097353,0.049122,0.025744,0.01157,0.025744,0.00078938,4
171,0.35469,0.22159,0.10506,0.038191,0.10506,0.0022032,4
172,0.16778,0.099073,0.051032,0.018418,0.051032,0.0011175,4
173,0.17449,0.097552,0.056132,0.019456,0.056132,0.0012454,4
174,0.095978,0.044357,0.024443,0.011536,0.024443,0.00090972,4
175,0.081737,0.035073,0.018109,0.0095791,0.018109,0.00075359,4
176,0.084413,0.037414,0.019406,0.0098594,0.019406,0.00074374,4
177,0.091375,0.034946,0.015797,0.0095376,0.015797,0.00081948,4
178,0.10991,0.066903,0.036564,0.01298,0.036564,0.00082236,4
179,0.13524,0.083293,0.050397,0.016399,0.050397,0.0010263,4
180,0.11747,0.075649,0.047545,0.015936,0.047545,0.00095104,4
181,0.10836,0.067117,0.041345,0.014609,0.041345,0.00090838,4
182,0.080442,0.034411,0.018208,0.0095963,0.018208,0.00078394,4
183,0.094769,0.047337,0.027076,0.01155,0.027076,0.00078797,4
184,0.10862,0.064304,0.03776,0.012905,0.03776,0.00078894,4
185,0.10364,0.062029,0.037843,0.013024,0.037843,0.00080741,4
186,0.1068,0.063662,0.039579,0.013947,0.039579,0.00085262,4
187,0.091222,0.045215,0.02665,0.011481,0.02665,0.00082687,4
188,0.10641,0.060516,0.034873,0.01322,0.034873,0.00087203,4
189,0.10134,0.057127,0.034641,0.012801,0.034641,0.00081512,4
190,0.59756,0.19434,0.11073,0.069458,0.11073,0.0074356,4
191,0.90771,0.28946,0.16416,0.11198,0.16416,0.013741,4
192,0.73535,0.15351,0.076978,0.045174,0.076978,0.0052702,4
193,0.35778,0.14457,0.091319,0.05738,0.091319,0.0066029,4
194,0.83623,0.29493,0.14964,0.10793,0.14964,0.018365,4
195,1.0134,0.3765,0.22248,0.1602,0.22248,0.021532,4
196,0.68254,0.22543,0.11905,0.082901,0.11905,0.019505,4
197,0.65549,0.18756,0.087171,0.054926,0.087171,0.0083803,4
198,0.32927,0.14574,0.093536,0.057916,0.093536,0.0066444,4
199,0.79837,0.34335,0.20801,0.16763,0.20801,0.059664,4
200,1.0537,0.44871,0.28148,0.21019,0.28148,0.029541,4
201,1.1665,0.41204,0.27653,0.224,0.27653,0.081825,4
202,0.74328,0.17904,0.0918,0.05897,0.0918,0.0094454,4
203,0.33544,0.15445,0.10143,0.064358,0.10143,0.0086809,4
204,0.60338,0.31872,0.19392,0.13937,0.19392,0.043297,4
205,1.3369,0.55734,0.38625,0.25675,0.38625,0.033693,4
206,1.013,0.39148,0.26289,0.20011,0.26289,0.053621,4
207,0.31345,0.12188,0.079977,0.057164,0.079977,0.012817,4
208,0.54337,0.34434,0.27445,0.1705,0.27445,0.024517,4
209,0.76964,0.46796,0.30442,0.20436,0.30442,0.039427,4
210,1.1914,0.54007,0.37344,0.24443,0.37344,0.030044,4
211,1.2419,0.53964,0.35476,0.2647,0.35476,0.050655,4
212,0.35536,0.11112,0.07159,0.049889,0.07159,0.0083284,4
213,0.4444,0.21575,0.17761,0.11841,0.17761,0.016643,4
214,0.50665,0.31467,0.2512,0.15677,0.2512,0.022635,4
215,0.35784,0.17037,0.11799,0.082176,0.11799,0.011736,4
216,0.74884,0.3713,0.26645,0.15598,0.26645,0.018013,4
217,0.8602,0.39883,0.27973,0.1625,0.27973,0.021918,4
218,0.75584,0.32316,0.20666,0.13605,0.20666,0.022522,4
219,0.64411,0.27062,0.17938,0.11959,0.17938,0.018725,4
220,0.57641,0.26295,0.2377,0.16237,0.2377,0.019127,4
221,0.59837,0.27456,0.24367,0.16412,0.24367,0.019198,4
222,0.64721,0.33056,0.24753,0.18189,0.24753,0.021194,4
223,0.66981,0.30359,0.21597,0.12304,0.21597,0.014545,4
224,0.62851,0.26924,0.18423,0.10874,0.18423,0.012873,4
225,0.52755,0.23176,0.19499,0.141,0.19499,0.0168,4
226,0.62854,0.27752,0.19349,0.11297,0.19349,0.012489,4
227,0.60974,0.26472,0.18467,0.1078,0.18467,0.012537,4
