f1,f2,f3,f4,f5,f6,Stage
1.975,2.6786,2.6543,3.2903,2.6543,0.25737,0
4.6875,5.1052,2.3723,2.1524,2.3723,0.14634,0
5.1267,2.736,1.2975,0.83023,1.2975,0.021662,0
4.8213,2.8866,1.4567,1.0841,1.4567,0.028367,0
1.495,1.1076,1.3139,1.5604,1.3139,0.076778,0
1.9091,2.6186,2.3011,2.7366,2.3011,0.29588,0
4.6518,5.5637,2.504,2.2542,2.504,0.15899,0
5.408,3.4991,1.4902,0.95092,1.4902,0.02733,0
4.2841,2.7984,1.3285,0.9945,1.3285,0.028597,0
1.8589,1.1828,0.73351,0.54488,0.73351,0.024543,0
2.9094,3.8071,2.3518,2.2918,2.3518,0.23185,0
3.9,5.2301,2.612,2.349,2.612,0.19411,0
4.0398,5.37,2.4374,2.1816,2.4374,0.16104,0
5.3082,3.6577,1.5675,0.97269,1.5675,0.028784,0
4.5734,3.1201,1.394,0.95564,1.394,0.026585,0
4.2546,2.8533,1.3585,0.93102,1.3585,0.031691,0
3.4652,2.2994,1.0822,0.70582,1.0822,0.024836,0
4.3434,5.5075,2.3477,2.0595,2.3477,0.14181,0
4.8006,6.1496,2.3336,1.9538,2.3336,0.11231,0
5.0432,6.7578,2.3826,1.9323,2.3826,0.094355,0
5.4526,3.2099,1.4986,0.84223,1.4986,0.023505,0
4.3008,2.5075,1.1596,0.66208,1.1596,0.020373,0
4.7307,5.7959,2.2565,1.8942,2.2565,0.10733,0
6.1481,3.0713,1.5194,0.8061,1.5194,0.025836,0
5.3344,2.9615,1.3926,0.76119,1.3926,0.021644,0
1.9179,0.50571,0.19271,0.14085,0.19271,0.0060373,0
1.9998,0.60213,0.24296,0.15568,0.24296,0.0057709,0
0.50041,0.11618,0.039906,0.025887,0.039906,0.00093103,0
1.5534,0.70719,0.32134,0.30579,0.32134,0.024389,0
2.5953,1.808,0.72198,0.58608,0.72198,0.043113,0
2.7642,1.8165,0.70883,0.48916,0.70883,0.020491,0
0.28879,0.13639,0.053571,0.042668,0.053571,0.0022528,0
0.20933,0.069404,0.035217,0.045532,0.035217,0.0029302,0
1.5953,0.87102,0.43188,0.4484,0.43188,0.040152,0
2.687,2.056,0.84575,0.72702,0.84575,0.062746,0
3.6795,2.6795,0.99525,0.71327,0.99525,0.029592,0
0.25986,0.13206,0.054248,0.044975,0.054248,0.0030316,0
0.16445,0.056538,0.028263,0.038404,0.028263,0.0027746,0
1.9782,1.6573,1.0913,1.1191,1.0913,0.10565,0
2.7781,2.3871,1.08,0.9171,1.08,0.083879,0
0.28576,0.16413,0.062078,0.040675,0.062078,0.0013008,0
0.25879,0.1411,0.059395,0.046742,0.059395,0.0027475,0
0.16494,0.060963,0.026026,0.025124,0.026026,0.0016405,0
1.9023,1.666,1.0941,1.1463,1.0941,0.13105,0
2.7955,2.5841,1.2507,1.0002,1.2507,0.084895,0
0.28031,0.16531,0.062382,0.041122,0.062382,0.0012723,0
0.24243,0.15116,0.060358,0.045655,0.060358,0.002128,0
0.17709,0.11065,0.041674,0.036288,0.041674,0.0025973,0
2.6166,2.8852,1.4082,1.1193,1.4082,0.11332,0
2.76,2.8794,1.4235,1.1092,1.4235,0.10462,0
2.861,2.8811,1.4152,1.0804,1.4152,0.093977,0
0.27778,0.16637,0.063691,0.041463,0.063691,0.0012462,0
0.2283,0.17203,0.060206,0.041171,0.060206,0.0015324,0
0.2129,0.18368,0.059109,0.040315,0.059109,0.0015842,0
0.21022,0.19064,0.059436,0.039916,0.059436,0.0015182,0
2.8084,6.3644,2.0813,1.3546,2.0813,0.066595,0
3.1918,4.6259,2.0392,1.1751,2.0392,0.051142,0
3.4306,4.1357,1.8691,1.0052,1.8691,0.037526,0
0.23767,0.19776,0.072502,0.045167,0.072502,0.0010123,0
0.22981,0.23629,0.073904,0.046055,0.073904,0.0010052,0
3.127,4.8971,2.093,1.203,2.093,0.04948,0
0.26572,0.18259,0.084019,0.049548,0.084019,0.001004,0
0.23949,0.19244,0.072071,0.045716,0.072071,0.00096714,0
5.0418,0.59777,0.12119,0.059795,0.12119,0.0035373,0
5.0453,0.61483,0.12823,0.062494,0.12823,0.0036298,0
1.3097,0.19205,0.06479,0.092864,0.06479,0.065919,0
3.3194,0.66009,0.23881,0.13599,0.23881,0.011244,0
5.0169,1.5219,0.60369,0.34421,0.60369,0.01635,0
4.8757,1.336,0.46575,0.24128,0.46575,0.011629,0
1.0852,0.18963,0.073718,0.099316,0.073718,0.072794,0
1.0568,0.17827,0.06861,0.097564,0.06861,0.072815,0
3.4246,1.1551,0.4953,0.3016,0.4953,0.029656,0
5.2856,2.5201,1.0199,0.46456,1.0199,0.027508,0
4.6462,2.2292,0.89641,0.43608,0.89641,0.019578,0
1.0843,0.18958,0.074194,0.099283,0.074194,0.07316,0
1.0524,0.17817,0.068666,0.097229,0.068666,0.072851,0
3.2457,1.6685,0.62503,0.41205,0.62503,0.04505,0
5.0079,3.4666,1.2454,0.4765,1.2454,0.029897,0
1.1019,0.20653,0.080967,0.10094,0.080967,0.073651,0
1.083,0.19472,0.077132,0.099524,0.077132,0.073709,0
1.0518,0.18071,0.069956,0.097602,0.069956,0.073852,0
2.7932,5.4088,1.1824,0.41121,1.1824,0.032775,0
5.789,4.2661,1.493,0.56414,1.493,0.035006,0
1.0972,0.25594,0.091349,0.10134,0.091349,0.073816,0
1.0868,0.21835,0.081794,0.10005,0.081794,0.073935,0
1.0619,0.19397,0.072838,0.097834,0.072838,0.074057,0
2.8676,5.9478,1.2941,0.41916,1.2941,0.031124,0
3.1194,6.3448,1.3808,0.44544,1.3808,0.032323,0
5.0388,7.494,2.0013,0.59379,2.0013,0.031895,0
1.0974,0.27139,0.094222,0.10161,0.094222,0.073848,0
1.087,0.22515,0.082846,0.1002,0.082846,0.073927,0
1.0752,0.25298,0.08484,0.099718,0.08484,0.074005,0
1.0749,0.25289,0.084787,0.099622,0.084787,0.07398,0
4.1021,14.267,2.915,0.67035,2.915,0.032148,0
4.203,13.722,3.0214,0.64395,3.0214,0.030152,0
3.6895,8.3021,2.0998,0.50277,2.0998,0.022432,0
1.0854,0.3444,0.1039,0.1017,0.1039,0.073935,0
1.082,0.36089,0.10684,0.10184,0.10684,0.073731,0
3.5599,11.697,2.5532,0.54671,2.5532,0.025876,0
1.0948,0.29919,0.099566,0.1019,0.099566,0.073879,0
1.0831,0.33796,0.10282,0.1014,0.10282,0.073865,0
3.5117,0.78264,0.23586,0.2602,0.23586,0.013184,0
3.8906,0.92369,0.24734,0.17484,0.24734,0.0093191,0
3.2495,0.69849,0.21371,0.22219,0.21371,0.01523,0
2.4744,0.20326,0.067489,0.04737,0.067489,0.0028812,0
5.9842,1.9414,0.71695,0.63671,0.71695,0.060664,0
6.458,2.4251,0.71282,0.46975,0.71282,0.026725,0
4.9038,1.6605,0.65494,0.58772,0.65494,0.057651,0
2.8674,0.60617,0.20514,0.20203,0.20514,0.017122,0
3.1205,0.27178,0.077606,0.035658,0.077606,0.0017552,0
6.8591,2.6195,0.91839,0.82232,0.91839,0.097826,0
6.6585,2.8417,0.83387,0.51914,0.83387,0.029967,0
5.0103,1.8889,0.8138,0.73479,0.8138,0.084689,0
2.4848,0.40199,0.17457,0.1935,0.17457,0.014441,0
3.0564,0.28821,0.091192,0.05339,0.091192,0.0041636,0
6.9599,3.089,1.0443,0.83893,1.0443,0.097541,0
5.1563,2.56,0.80731,0.51764,0.80731,0.033876,0
4.9392,2.1537,0.92034,0.81455,0.92034,0.095796,0
2.3556,0.51472,0.2692,0.41152,0.2692,0.028329,0
4.651,2.1914,1.081,1.0307,1.081,0.064799,0
6.8718,3.7915,1.3131,0.73306,1.3131,0.072572,0
5.0177,2.9889,0.9587,0.55944,0.9587,0.034373,0
4.8558,2.4297,1.0296,0.74024,1.0296,0.074391,0
3.559,1.2688,0.73507,1.4483,0.73507,0.079227,0
6.1901,3.7282,1.4695,0.72838,1.4695,0.051477,0
6.3347,3.8645,1.5133,0.73419,1.5133,0.053842,0
6.5307,4.275,1.7687,0.72331,1.7687,0.051399,0
4.9785,3.0977,1.2723,0.61345,1.2723,0.033813,0
4.8936,2.5558,1.1962,0.75029,1.1962,0.065367,0
4.9655,2.5207,1.198,0.7722,1.198,0.069552,0
4.7041,2.0231,0.99697,0.79945,0.99697,0.061731,0
6.3018,3.8055,1.5101,0.73359,1.5101,0.052905,0
6.1429,4.0669,1.8606,0.84615,1.8606,0.054074,0
5.6517,3.4872,1.3748,0.6499,1.3748,0.041128,0
4.6714,2.8223,1.4097,0.87217,1.4097,0.067118,0
4.3449,2.1913,1.1753,0.83575,1.1753,0.055089,0
5.9335,3.8741,1.7444,0.84782,1.7444,0.055646,0
4.6144,2.5688,1.2852,0.82663,1.2852,0.038447,0
4.2564,2.2882,1.1692,0.76084,1.1692,0.054679,0
2.0198,0.66061,0.15781,0.10503,0.15781,0.0015908,0
2.3046,0.78307,0.19201,0.12715,0.19201,0.0017002,0
1.2156,0.57777,0.13733,0.11162,0.13733,0.0018711,0
2.8609,0.98085,0.23859,0.15443,0.23859,0.001898,0
4.6556,2.2599,0.45658,0.37533,0.45658,0.0028975,0
4.0662,2.1675,0.44805,0.39321,0.44805,0.0026353,0
2.9618,2.3566,0.48826,0.55228,0.48826,0.0045382,0
1.844,1.1615,0.27719,0.27492,0.27719,0.0035648,0
4.5941,1.7109,0.36803,0.2399,0.36803,0.0028625,0
5.4137,3.0062,0.57019,0.49839,0.57019,0.0034874,0
4.5376,2.4515,0.49695,0.45395,0.49695,0.002869,0
3.6045,3.1081,0.68588,0.78241,0.68588,0.0053008,0
1.9556,1.4249,0.31856,0.33298,0.31856,0.0043786,0
4.663,2.1563,0.38056,0.23441,0.38056,0.0029273,0
5.509,3.9548,0.67959,0.60601,0.67959,0.0034232,0
4.6335,5.2043,0.84091,0.94343,0.84091,0.0058151,0
4.4851,4.7182,0.98999,1.1359,0.98999,0.006611,0
2.8915,3.1959,0.59785,0.58869,0.59785,0.011927,0
4.7756,6.8014,0.51584,0.44183,0.51584,0.003417,0
5.3534,5.5084,0.72158,0.73945,0.72158,0.003577,0
4.5758,5.5274,0.8484,0.96777,0.8484,0.0059682,0
4.5068,6.7498,1.2438,1.3942,1.2438,0.0075425,0
3.385,7.9333,0.88652,0.94548,0.88652,0.0090941,0
4.6517,7.7901,0.55665,0.49449,0.55665,0.0034914,0
5.1535,7.7117,0.61337,0.66212,0.61337,0.0035028,0
5.2052,7.7302,0.62625,0.68529,0.62625,0.0035443,0
3.9468,12.221,1.0244,1.1822,1.0244,0.0076789,0
3.8292,10.048,1.0498,1.2387,1.0498,0.0085766,0
2.4818,6.1032,0.64564,0.72072,0.64564,0.0055369,0
3.6431,10.023,0.99017,1.1192,0.99017,0.0088313,0
4.6394,8.2166,0.58293,0.53152,0.58293,0.003603,0
4.8444,7.5855,0.60511,0.60814,0.60511,0.0037541,0
4.788,7.1948,0.63259,0.64948,0.63259,0.0038646,0
3.7621,13.464,1.0385,1.1622,1.0385,0.0080397,0
3.4375,12.735,0.98554,1.0384,0.98554,0.0087018,0
4.6887,7.8483,0.57862,0.54662,0.57862,0.0035748,0
3.756,13.48,1.0407,1.141,1.0407,0.0079865,0
3.7488,13.483,1.0426,1.1594,1.0426,0.0081183,0
8.9037e-05,6.407e-05,3.6569e-05,6.2254e-05,3.6569e-05,2.55e-05,0
5.711e-05,1.966e-05,1.0347e-05,7.4957e-06,1.0347e-05,4.164e-07,0
5.711e-05,1.966e-05,1.0347e-05,7.4958e-06,1.0347e-05,4.164e-07,0
0.0004321,0.0011162,0.00033366,0.0004905,0.00033366,0.00095297,0
5.711e-05,1.966e-05,1.0347e-05,7.4958e-06,1.0347e-05,4.164e-07,0
5.711e-05,1.966e-05,1.0347e-05,7.4958e-06,1.0347e-05,4.164e-07,0
0.007176,0.032585,0.0061939,0.0088153,0.0061939,0.0064224,0
0.00559,0.034991,0.0065678,0.0078531,0.0065678,0.0050072,0
5.711e-05,1.966e-05,1.0347e-05,7.4958e-06,1.0347e-05,4.164e-07,0
5.711e-05,1.966e-05,1.0347e-05,7.4958e-06,1.0347e-05,4.164e-07,0
5.711e-05,1.966e-05,1.0347e-05,7.4958e-06,1.0347e-05,4.164e-07,0
5.711e-05,1.966e-05,1.0347e-05,7.4958e-06,1.0347e-05,4.164e-07,0
5.711e-05,1.966e-05,1.0347e-05,7.4958e-06,1.0347e-05,4.164e-07,0
5.711e-05,1.966e-05,1.0347e-05,7.4958e-06,1.0347e-05,4.164e-07,0
5.711e-05,1.966e-05,1.0347e-05,7.4958e-06,1.0347e-05,4.164e-07,0
5.711e-05,1.966e-05,1.0347e-05,7.4957e-06,1.0347e-05,4.164e-07,0
5.711e-05,1.966e-05,1.0347e-05,7.4958e-06,1.0347e-05,4.164e-07,0
0.0021467,0.024678,0.0030133,0.0029008,0.0030133,0.00064935,0
5.711e-05,1.966e-05,1.0347e-05,7.4958e-06,1.0347e-05,4.164e-07,0
5.711e-05,1.966e-05,1.0347e-05,7.4958e-06,1.0347e-05,4.164e-07,0
0.00094097,0.0099279,0.0011615,0.0011715,0.0011615,0.00027234,0
0.001667,0.0086935,0.0016919,0.0020354,0.0016919,0.0016539,0
5.711e-05,1.966e-05,1.0347e-05,7.4958e-06,1.0347e-05,4.164e-07,0
5.711e-05,1.966e-05,1.0347e-05,7.4957e-06,1.0347e-05,4.164e-07,0
5.711e-05,1.966e-05,1.0347e-05,7.4958e-06,1.0347e-05,4.164e-07,0
0.0036457,0.017491,0.0032577,0.0046815,0.0032577,0.0029732,0
5.711e-05,1.966e-05,1.0347e-05,7.4957e-06,1.0347e-05,4.164e-07,0
5.711e-05,1.966e-05,1.0347e-05,7.4958e-06,1.0347e-05,4.164e-07,0
5.711e-05,1.966e-05,1.0347e-05,7.4958e-06,1.0347e-05,4.164e-07,0
5.711e-05,1.966e-05,1.0347e-05,7.4958e-06,1.0347e-05,4.164e-07,0
5.711e-05,1.966e-05,1.0347e-05,7.4958e-06,1.0347e-05,4.164e-07,0
5.711e-05,1.966e-05,1.0347e-05,7.4958e-06,1.0347e-05,4.164e-07,0
0.0010451,0.013688,0.0013771,0.0015082,0.0013771,0.00034066,0
5.711e-05,1.966e-05,1.0347e-05,7.4958e-06,1.0347e-05,4.164e-07,0
0.0015545,0.017912,0.002183,0.0020094,0.002183,0.00044537,0
5.711e-05,1.966e-05,1.0347e-05,7.4958e-06,1.0347e-05,4.164e-07,0
5.711e-05,1.966e-05,1.0347e-05,7.4958e-06,1.0347e-05,4.164e-07,0
5.711e-05,1.966e-05,1.0347e-05,7.4958e-06,1.0347e-05,4.164e-07,0
2.3426,0.24899,0.097499,0.06289,0.097499,0.0025503,0
2.4833,0.28843,0.11454,0.074685,0.11454,0.0028357,0
1.9546,0.26439,0.24509,0.30238,0.24509,0.020223,0
1.5765,0.3036,0.16185,0.14718,0.16185,0.008166,0
4.1448,1.1375,0.50059,0.39852,0.50059,0.016685,0
4.7179,1.1942,0.52393,0.38529,0.52393,0.012378,0
1.5799,0.41923,0.31063,0.30053,0.31063,0.018242,0
1.6206,0.22525,0.17144,0.1718,0.17144,0.0088316,0
2.4849,0.80351,0.61658,0.72013,0.61658,0.06167,0
4.9252,1.6524,0.73701,0.61552,0.73701,0.029972,0
5.4999,1.6551,0.7543,0.54657,0.7543,0.017491,0
1.4078,0.45998,0.34913,0.34771,0.34913,0.018292,0
0.74456,0.14914,0.092195,0.062875,0.092195,0.0028271,0
3.0063,1.2812,0.8594,1.1085,0.8594,0.073931,0
5.3776,2.2179,0.96295,0.77165,0.96295,0.035146,0
1.6644,0.58968,0.30206,0.1643,0.30206,0.0047098,0
1.3752,0.56309,0.27611,0.1751,0.27611,0.0064061,0
0.5018,0.12984,0.081923,0.059615,0.081923,0.0027294,0
4.1783,2.7949,1.1751,1.051,1.1751,0.060921,0
5.6088,2.5099,1.0585,0.83198,1.0585,0.036319,0
1.5766,0.64029,0.34518,0.16729,0.34518,0.0044038,0
1.235,0.52755,0.27247,0.14508,0.27247,0.0043672,0
0.47326,0.16471,0.097909,0.073356,0.097909,0.0036463,0
4.5475,3.0727,1.2438,1.0013,1.2438,0.048869,0
4.9104,3.2218,1.2865,1.0087,1.2865,0.047392,0
5.7381,3.3181,1.3123,0.92144,1.3123,0.03234,0
1.5788,0.65037,0.3628,0.17263,0.3628,0.0042111,0
1.3526,0.57835,0.34086,0.16128,0.34086,0.004137,0
1.0249,0.46525,0.26916,0.1298,0.26916,0.0038636,0
0.8407,0.39424,0.22106,0.11316,0.22106,0.0036893,0
6.9582,3.4607,1.5027,1.0584,1.5027,0.037144,0
7.2504,3.5497,1.5659,1.0543,1.5659,0.034639,0
7.6652,2.999,1.4625,0.9293,1.4625,0.028737,0
1.3397,0.50682,0.30368,0.15275,0.30368,0.0041047,0
1.27,0.48868,0.29718,0.14789,0.29718,0.004114,0
6.9033,3.3577,1.4588,1.0028,1.4588,0.034735,0
1.4347,0.52826,0.30941,0.15939,0.30941,0.0040039,0
1.3715,0.50777,0.312,0.15502,0.312,0.0042765,0
1.3756,0.064217,0.013761,0.010978,0.013761,0.00048444,0
1.3508,0.06775,0.013753,0.010002,0.013753,0.00044005,0
1.3221,0.057203,0.011129,0.0066162,0.011129,0.00026904,0
1.4166,0.10791,0.037812,0.033971,0.037812,0.0016919,0
1.578,0.18904,0.062877,0.062247,0.062877,0.0039265,0
1.6776,0.26095,0.071084,0.066604,0.071084,0.003314,0
1.4338,0.1452,0.043733,0.036665,0.043733,0.0014941,0
1.3375,0.096329,0.028027,0.019981,0.028027,0.00097718,0
1.5353,0.20711,0.091029,0.089247,0.091029,0.0065021,0
1.7313,0.31616,0.11163,0.12158,0.11163,0.0094629,0
1.8087,0.34815,0.096293,0.092176,0.096293,0.0046494,0
1.6236,0.30267,0.10415,0.094377,0.10415,0.0046538,0
1.3975,0.15677,0.054771,0.037757,0.054771,0.0019768,0
2.0379,0.48225,0.27001,0.31178,0.27001,0.03012,0
1.8818,0.44649,0.16043,0.17699,0.16043,0.014564,0
1.9839,0.51647,0.16312,0.12195,0.16312,0.0039374,0
1.8382,0.4785,0.16863,0.14687,0.16863,0.0068122,0
1.5793,0.27517,0.1107,0.079995,0.1107,0.0045331,0
2.1184,0.74745,0.43804,0.5463,0.43804,0.050626,0
2.1593,0.68996,0.25939,0.28126,0.25939,0.022936,0
2.2032,0.67026,0.22632,0.16695,0.22632,0.0054248,0
2.0997,0.6583,0.24448,0.19288,0.24448,0.0084887,0
2.1694,0.78647,0.34008,0.25996,0.34008,0.010698,0
2.5,1.0218,0.50141,0.55306,0.50141,0.048761,0
2.4701,0.93242,0.43771,0.48117,0.43771,0.04012,0
2.4648,0.90451,0.39419,0.42113,0.39419,0.032729,0
2.3713,0.76745,0.27364,0.19257,0.27364,0.0063922,0
2.7223,1.0171,0.41695,0.29345,0.41695,0.012566,0
2.7379,1.1013,0.4617,0.31959,0.4617,0.014317,0
2.7728,1.1911,0.5051,0.33885,0.5051,0.014694,0
3.294,1.2576,0.53904,0.41682,0.53904,0.027653,0
3.2409,1.1825,0.49703,0.3879,0.49703,0.025183,0
3.3251,1.1653,0.46398,0.35001,0.46398,0.019711,0
3.8295,1.6027,0.65649,0.38338,0.65649,0.012254,0
4.0751,1.8844,0.77799,0.43405,0.77799,0.013453,0
3.2979,1.2517,0.53604,0.40921,0.53604,0.02673,0
3.918,1.6152,0.69198,0.3959,0.69198,0.01253,0
4.5856,2.1387,0.89672,0.47591,0.89672,0.013798,0
4.4268,0.33622,0.12854,0.22748,0.12854,0.0091955,0
4.476,0.3689,0.081737,0.078392,0.081737,0.0032033,0
4.4085,0.3959,0.082361,0.055627,0.082361,0.0021684,0
5.0599,1.2253,0.24776,0.13783,0.24776,0.0029746,0
4.6845,0.64596,0.13137,0.068635,0.13137,0.0018414,0
4.6372,0.43869,0.086402,0.035249,0.086402,0.00081253,0
3.1736,0.4126,0.083021,0.047578,0.083021,0.0011895,0
3.8802,1.1382,0.23081,0.14579,0.23081,0.0034611,0
4.6387,0.8304,0.1364,0.066213,0.1364,0.0015947,0
4.5968,0.70876,0.11519,0.046509,0.11519,0.0010208,0
4.6245,0.5588,0.113,0.038726,0.113,0.00074865,0
4.4773,0.64961,0.10509,0.045608,0.10509,0.0010178,0
4.546,0.82271,0.13172,0.06252,0.13172,0.0012325,0
4.609,0.89219,0.13571,0.056231,0.13571,0.0013867,0
4.6033,1.0901,0.1357,0.047659,0.1357,0.00086362,0
4.6294,0.79347,0.14791,0.041968,0.14791,0.00075964,0
4.5628,0.90998,0.11677,0.044516,0.11677,0.00082773,0
4.476,0.85546,0.11832,0.047187,0.11832,0.00077901,0
4.5608,1.114,0.14131,0.047256,0.14131,0.00077862,0
4.556,1.4101,0.15805,0.052577,0.15805,0.00085629,0
4.5782,1.4019,0.19882,0.050525,0.19882,0.00080068,0
4.6283,1.3352,0.14187,0.048132,0.14187,0.00072138,0
4.5452,1.1443,0.13314,0.047374,0.13314,0.00072787,0
4.4693,1.6634,0.18498,0.057471,0.18498,0.0010877,0
4.4836,1.7322,0.18598,0.056731,0.18598,0.0010128,0
4.4588,1.9793,0.20843,0.059832,0.20843,0.0010224,0
4.5264,1.8847,0.22654,0.058415,0.22654,0.00086622,0
4.3469,1.7396,0.16741,0.049366,0.16741,0.00072416,0
4.3757,1.6143,0.15909,0.049194,0.15909,0.00072186,0
4.53,1.5577,0.15968,0.0509,0.15968,0.00075274,0
4.3964,2.162,0.23085,0.06848,0.23085,0.0015245,0
4.3951,2.2729,0.2382,0.064561,0.2382,0.001277,0
4.4583,2.2344,0.23231,0.061014,0.23231,0.0010162,0
4.4191,2.2672,0.21648,0.0583,0.21648,0.00096993,0
4.4405,2.1609,0.20105,0.056992,0.20105,0.00091478,0
4.3675,2.3635,0.24611,0.070583,0.24611,0.0015885,0
4.3259,2.332,0.23281,0.065298,0.23281,0.0013664,0
4.3914,2.4655,0.22814,0.063119,0.22814,0.0011455,0
5.6991,0.54926,0.074992,0.023461,0.074992,0.00075555,0
5.5305,0.61093,0.092997,0.034609,0.092997,0.00096437,0
5.63,0.64175,0.096113,0.033124,0.096113,0.0011072,0
4.0874,0.80501,0.21787,0.11319,0.21787,0.0042101,0
5.312,1.2911,0.31177,0.21418,0.31177,0.0050333,0
5.7807,1.6741,0.37122,0.23577,0.37122,0.0037136,0
5.6322,1.4298,0.30806,0.19601,0.30806,0.0053952,0
4.6959,0.95837,0.29467,0.18043,0.29467,0.0082158,0
3.6176,1.0554,0.33097,0.21526,0.33097,0.0079177,0
5.7632,2.3836,0.55306,0.37091,0.55306,0.0077875,0
6.4007,2.3365,0.54328,0.36339,0.54328,0.0055821,0
6.4076,2.2636,0.51933,0.41046,0.51933,0.0084553,0
4.0259,1.3988,0.56078,0.51019,0.56078,0.020218,0
3.5131,1.7159,0.63344,0.6883,0.63344,0.025439,0
5.6867,7.8777,1.1481,0.59147,1.1481,0.0098827,0
6.6704,3.8953,0.72723,0.45773,0.72723,0.0077966,0
6.1708,5.0079,0.62464,0.60466,0.62464,0.0091731,0
3.8084,2.2239,0.86479,0.95128,0.86479,0.037079,0
4.4131,6.0289,1.0368,0.8313,1.0368,0.022439,0
5.3758,8.8789,0.98805,0.63156,0.98805,0.0093364,0
6.4892,5.3609,0.868,0.52884,0.868,0.0082575,0
5.483,8.6033,0.71562,0.6824,0.71562,0.0091299,0
3.7918,3.4116,0.90937,1.0249,0.90937,0.041421,0
5.0671,8.1415,1.0139,0.67399,1.0139,0.011385,0
5.123,8.3193,1.0036,0.66472,1.0036,0.01093,0
5.5435,8.7481,0.96758,0.65447,0.96758,0.0088157,0
6.216,6.4914,0.92129,0.52718,0.92129,0.0080172,0
5.2678,9.4805,0.75644,0.67443,0.75644,0.0093016,0
4.8394,10.999,0.84732,0.63858,0.84732,0.010794,0
4.7965,11.054,0.8539,0.61864,0.8539,0.010801,0
5.8822,8.153,1.0569,0.6418,1.0569,0.0090941,0
6.4416,8.1721,1.0411,0.62446,1.0411,0.0082139,0
5.9451,7.2424,0.9691,0.54512,0.9691,0.0073761,0
7.0929,8.9576,1.1313,0.63267,1.1313,0.009916,0
5.2507,10.354,0.93634,0.61496,0.93634,0.012188,0
6.3471,7.7091,1.0142,0.60644,1.0142,0.0081226,0
6.8908,6.2395,0.92474,0.5248,0.92474,0.0086654,0
7.2368,7.7904,1.055,0.60972,1.055,0.011213,0
7.5643,3.0332,0.78879,0.64961,0.78879,0.0333,0
8.0261,3.5204,0.87353,0.59913,0.87353,0.017432,0
7.2327,3.1002,0.64406,0.58782,0.64406,0.024271,0
5.6247,3.1098,1.0017,1.0342,1.0017,0.056337,0
7.3364,6.4528,1.8148,1.6926,1.8148,0.042491,0
8.4879,8.0632,1.9273,1.3332,1.9273,0.023315,0
7.1857,7.4734,1.7864,1.6873,1.7864,0.050866,0
5.9311,3.7378,0.91008,0.80178,0.91008,0.037252,0
5.2025,5.5703,1.6682,1.7275,1.6682,0.10178,0
7.3418,8.8916,2.1625,2.1234,2.1625,0.056507,0
7.7817,9.1532,2.0463,1.543,2.0463,0.025871,0
6.9082,8.6011,2.2481,2.103,2.2481,0.072627,0
4.7271,4.0108,1.5445,1.5113,1.5445,0.084946,0
5.6904,7.4086,2.141,1.8502,2.141,0.10343,0
5.9884,11.108,2.2044,1.7627,2.2044,0.044503,0
6.7454,10.59,2.388,1.6111,2.388,0.023939,0
6.4208,9.5311,2.615,2.1723,2.615,0.073394,0
4.9115,4.1602,1.8579,2.0485,1.8579,0.11643,0
3.9221,12.761,2.1255,1.1173,2.1255,0.050248,0
6.139,13.762,2.4753,1.6668,2.4753,0.038368,0
6.6092,11.899,2.668,1.6768,2.668,0.024376,0
6.2001,12.282,2.714,1.899,2.714,0.051592,0
4.3992,14.667,2.5765,2.0834,2.5765,0.097142,0
4.4563,22.579,2.4647,1.0013,2.4647,0.029374,0
4.6276,20.627,2.4478,1.0597,2.4478,0.029339,0
5.5242,18.834,2.6207,1.3081,2.6207,0.02968,0
6.4954,14.601,2.9414,1.5913,2.9414,0.023325,0
5.795,19.019,2.7235,1.5605,2.7235,0.032096,0
4.9751,21.986,2.4236,1.3908,2.4236,0.032522,0
4.739,24.963,2.4112,1.3401,2.4112,0.030843,0
4.7484,27.735,2.7149,0.97328,2.7149,0.02282,0
4.8079,26.539,2.6826,0.98924,2.6826,0.02162,0
5.6851,19.752,2.4997,1.162,2.4997,0.022689,0
5.5733,23.408,2.8612,1.4416,2.8612,0.025872,0
5.2286,25.995,2.8078,1.4294,2.8078,0.028808,0
4.3064,24.282,2.4063,0.88412,2.4063,0.020535,0
6.6173,20.255,3.3512,1.7088,3.3512,0.025895,0
5.5353,23.085,2.9252,1.5417,2.9252,0.031019,0
2.7003,0.28854,0.055459,0.030624,0.055459,0.0019295,0
2.1029,0.25087,0.057766,0.032291,0.057766,0.0020302,0
2.5472,0.31401,0.069618,0.041223,0.069618,0.0024022,0
0.55909,0.08955,0.032312,0.019819,0.032312,0.0029487,0
1.4424,0.26473,0.097379,0.07325,0.097379,0.0078824,0
1.8458,0.37815,0.12577,0.082831,0.12577,0.0067398,0
1.3948,0.28408,0.1127,0.085585,0.1127,0.0084169,0
0.47819,0.065887,0.019061,0.011834,0.019061,0.0010628,0
0.63487,0.12353,0.048369,0.034933,0.048369,0.0043468,0
1.6642,0.42685,0.22914,0.18835,0.22914,0.025083,0
1.8235,0.49653,0.19537,0.13208,0.19537,0.010286,0
2.1636,0.59345,0.33234,0.27993,0.33234,0.039834,0
0.27144,0.05936,0.026656,0.020326,0.026656,0.0022441,0
0.63969,0.12878,0.051953,0.039957,0.051953,0.0050873,0
1.6185,0.50059,0.25903,0.22178,0.25903,0.027618,0
