f1,f2,f3,f4,f5,f6,Stage
3.4817,1.0227,0.45705,0.29844,0.45705,0.023465,0
2.8022,0.91194,0.59767,0.55055,0.59767,0.077416,0
0.20961,0.060782,0.034215,0.029262,0.034215,0.0028884,0
0.79877,0.33979,0.19195,0.2099,0.19195,0.034126,0
1.5933,0.5766,0.26985,0.22199,0.26985,0.025812,0
3.3704,1.504,0.56568,0.35721,0.56568,0.027071,0
2.0638,0.7697,0.43387,0.34392,0.43387,0.043452,0
0.21502,0.098414,0.067976,0.066451,0.067976,0.0053856,0
0.75075,0.45913,0.17055,0.12821,0.17055,0.014571,0
0.814,0.44169,0.17032,0.12752,0.17032,0.014225,0
1.4864,0.73571,0.27895,0.19432,0.27895,0.018206,0
3.2767,1.9704,0.6742,0.39925,0.6742,0.027192,0
2.1745,1.0838,0.47853,0.31819,0.47853,0.033168,0
0.74002,0.39662,0.17826,0.12929,0.17826,0.015721,0
0.63693,0.3801,0.16725,0.12112,0.16725,0.013659,0
1.3595,1.2214,0.38552,0.21262,0.38552,0.013878,0
1.4651,1.2177,0.38039,0.21349,0.38039,0.014273,0
1.6194,1.0776,0.35855,0.2,0.35855,0.012518,0
2.1826,1.8962,0.65025,0.34931,0.65025,0.021083,0
1.5969,1.4464,0.52447,0.28228,0.52447,0.017344,0
1.3904,1.2276,0.3862,0.21053,0.3862,0.013578,0
3.1374,2.4772,0.84058,0.45759,0.84058,0.023783,0
2.2351,2.1412,0.73759,0.38045,0.73759,0.019984,0
5.7203,0.64056,0.16531,0.084621,0.16531,0.0011931,0
5.3445,1.3037,0.43371,0.2556,0.43371,0.0015362,0
5.2937,0.8055,0.25188,0.14419,0.25188,0.0014299,0
5.531,1.2946,0.5403,0.30261,0.5403,0.0037293,0
6.0937,3.5466,1.3553,0.94541,1.3553,0.004631,0
5.7477,2.9294,1.0644,0.71402,1.0644,0.0029065,0
5.9516,3.4317,1.342,1.0142,1.342,0.0039165,0
4.7838,1.2481,0.52527,0.33181,0.52527,0.0040181,0
5.4181,1.4488,0.59523,0.33272,0.59523,0.003922,0
6.2436,3.9907,1.5038,1.0435,1.5038,0.005192,0
6.383,5.5941,1.9657,1.4544,1.9657,0.0062604,0
6.3219,5.2397,2.0233,1.5597,2.0233,0.0065807,0
4.6779,1.518,0.6196,0.40208,0.6196,0.0043046,0
5.1298,2.2819,0.88061,0.48129,0.88061,0.007862,0
5.7748,11.719,2.5113,1.6888,2.5113,0.0091971,0
6.3584,8.705,2.5059,1.7705,2.5059,0.0091019,0
5.5239,7.7266,2.7434,1.6833,2.7434,0.008454,0
4.5068,2.6606,0.98173,0.60806,0.98173,0.0061205,0
4.6,7.3948,3.3174,1.9458,3.3174,0.024857,0
5.7217,14.133,3.2312,2.2326,3.2312,0.011168,0
5.7393,9.2443,3.1548,2.0258,3.1548,0.010816,0
5.5713,8.9821,3.7789,2.2397,3.7789,0.011129,0
4.1848,5.0589,2.3268,1.3311,2.3268,0.010017,0
5.4982,10.781,7.8797,3.4915,7.8797,0.023139,0
5.3685,10.927,7.2794,3.2605,7.2794,0.020384,0
5.6315,12.562,5.2175,2.8065,5.2175,0.014318,0
5.8502,9.2585,3.4781,2.1619,3.4781,0.011644,0
5.6406,8.6419,4.4711,2.6288,4.4711,0.012471,0
4.9625,7.3586,5.4415,2.9868,5.4415,0.012919,0
4.732,7.016,5.6163,3.0642,5.6163,0.012804,0
5.722,10.474,9.5887,3.7981,9.5887,0.025937,0
5.7136,10.697,9.4803,3.809,9.4803,0.022949,0
6.3238,10.348,4.2892,2.7043,4.2892,0.014934,0
5.9993,7.8591,6.8854,3.9647,6.8854,0.016346,0
5.5856,7.7691,7.3243,4.0413,7.3243,0.016528,0
5.4091,9.6341,8.4492,3.406,8.4492,0.024486,0
6.3397,7.6203,4.301,2.3199,4.301,0.017358,0
5.6369,7.4982,6.674,3.7612,6.674,0.016191,0
4.606,0.81931,0.38983,0.51365,0.38983,0.029864,0
5.2053,0.78279,0.34792,0.31628,0.34792,0.01581,0
5.3715,0.89601,0.4628,0.70939,0.4628,0.029921,0
4.8821,10.27,3.2611,2.0433,3.2611,0.049012,0
4.683,1.5066,0.7204,0.72311,0.7204,0.034207,0
5.7874,1.4365,0.74753,0.44185,0.74753,0.016186,0
4.8532,2.5489,1.5431,1.1644,1.5431,0.025166,0
4.9886,7.4849,2.9472,1.8173,2.9472,0.030637,0
5.087,9.4051,2.9693,1.7486,2.9693,0.03703,0
5.2294,2.9973,1.717,0.70912,1.717,0.018156,0
5.7795,1.8965,0.95329,0.47327,0.95329,0.011172,0
5.0276,2.4193,1.4898,0.66781,1.4898,0.014079,0
5.032,6.1984,2.2377,1.1276,2.2377,0.01611,0
5.1232,7.8447,2.7274,1.4713,2.7274,0.029101,0
4.8208,2.6624,2.0308,0.71119,2.0308,0.013047,0
5.6519,2.359,1.28,0.5738,1.28,0.012567,0
4.4347,3.5473,1.8839,0.69392,1.8839,0.010466,0
4.9064,5.8081,2.207,0.98109,2.207,0.015454,0
4.7444,5.4241,2.9156,0.88353,2.9156,0.0092517,0
4.7539,3.7485,2.683,0.82377,2.683,0.011255,0
5.1613,3.6667,2.2642,0.76839,2.2642,0.011407,0
4.4594,4.8369,2.332,0.76476,2.332,0.0097505,0
4.5788,7.0533,2.8128,0.87298,2.8128,0.0087973,0
4.4876,6.2239,4.1854,0.92665,4.1854,0.0092623,0
4.5045,6.0678,4.1065,0.92362,4.1065,0.0091961,0
4.5532,5.8052,4.0092,0.91259,4.0092,0.0093644,0
4.6283,5.4201,3.3882,0.88515,3.3882,0.0090554,0
5.5828,3.09,2.0777,1.2507,2.0777,0.090506,0
3.4972,5.6227,2.5705,0.68566,2.5705,0.0070443,0
3.7179,6.8834,3.1106,0.7751,3.1106,0.0075613,0
4.2106,8.7465,6.1679,1.0967,6.1679,0.0097166,0
4.1353,8.4801,6.0762,1.0817,6.0762,0.0091559,0
4.5054,6.3827,3.8996,0.9864,3.8996,0.0092499,0
4.3754,7.3292,3.5853,0.97946,3.5853,0.0094556,0
3.3056,5.697,2.6428,0.68545,2.6428,0.0069419,0
4.1544,8.4517,6.0163,1.074,6.0163,0.0093544,0
4.4873,6.2787,3.7656,0.98467,3.7656,0.0095625,0
4.4457,7.1539,3.5036,0.98173,3.5036,0.01005,0
2.5464,0.38583,0.55893,1.0263,0.55893,0.038209,0
3.3372,0.52714,0.63704,2.0116,0.63704,0.12328,0
3.6506,0.77266,1.0248,2.2798,1.0248,0.10136,0
3.0011,0.83025,0.35235,0.23788,0.35235,0.00481,0
3.9369,0.78359,0.45165,0.53324,0.45165,0.013452,0
4.3315,0.5187,0.24205,0.2805,0.24205,0.0082452,0
2.897,0.54397,0.42823,0.58437,0.42823,0.016779,0
1.8452,0.43991,0.26873,0.16931,0.26873,0.0036686,0
3.4895,0.94801,0.40966,0.26055,0.40966,0.0049221,0
4.2651,1.034,0.56462,0.37437,0.56462,0.0081164,0
4.4786,0.8463,0.36489,0.27263,0.36489,0.0064677,0
3.4817,0.79845,0.41777,0.29695,0.41777,0.007333,0
2.2342,0.56371,0.33487,0.19842,0.33487,0.0038277,0
4.3661,1.2107,0.56492,0.32343,0.56492,0.0058005,0
4.449,1.6765,0.91917,0.42862,0.91917,0.0066779,0
4.4764,1.1624,0.52943,0.32502,0.52943,0.0066584,0
3.8234,1.5705,0.83547,0.35282,0.83547,0.00605,0
3.3606,1.0312,0.66077,0.33744,0.66077,0.0070803,0
4.8756,1.6036,0.76289,0.41878,0.76289,0.0068306,0
4.4493,2.1612,0.99728,0.48112,0.99728,0.0064163,0
4.3892,1.6477,0.75628,0.39062,0.75628,0.0064318,0
3.9974,2.0947,1.0598,0.42995,1.0598,0.0056662,0
3.8606,1.4522,0.99067,0.4334,0.99067,0.0051185,0
4.596,1.9601,0.86322,0.46234,0.86322,0.0075105,0
4.4703,2.2801,0.90719,0.47044,0.90719,0.0064742,0
4.4213,2.3738,0.94426,0.4781,0.94426,0.0062975,0
4.2805,2.2702,1.0006,0.46524,1.0006,0.0057027,0
7.1955,3.6157,2.7288,1.9639,2.7288,0.074536,0
4.0066,2.1145,1.3038,0.50507,1.3038,0.0052904,0
3.9966,2.0014,1.4352,0.56394,1.4352,0.0053588,0
4.2288,2.3693,1.1093,0.50636,1.1093,0.006755,0
4.2395,2.4595,1.1043,0.49828,1.1043,0.006146,0
4.212,2.3661,1.1687,0.51185,1.1687,0.0054632,0
4.0808,2.3141,1.4772,0.57851,1.4772,0.0050443,0
4.0358,2.5262,2.1798,0.79036,2.1798,0.0052482,0
4.2734,2.4007,1.1284,0.50771,1.1284,0.006501,0
4.1367,2.1178,1.3402,0.56257,1.3402,0.0051873,0
4.1168,2.1932,1.4478,0.58159,1.4478,0.0051001,0
2.4374,0.61743,0.5277,0.87932,0.5277,0.042107,0
1.985,0.46937,0.37151,0.56378,0.37151,0.032315,0
1.9911,0.49601,0.43054,0.70523,0.43054,0.042798,0
2.5173,2.05,1.1929,0.64945,1.1929,0.021266,0
1.4027,0.76183,0.45012,0.34357,0.45012,0.012528,0
1.0337,0.35582,0.18155,0.11514,0.18155,0.0035149,0
1.1696,0.63672,0.33872,0.28615,0.33872,0.010211,0
2.0265,1.8619,1.2336,1.2969,1.2336,0.049168,0
2.9523,2.3131,1.2928,0.59022,1.2928,0.017826,0
1.9081,1.912,0.66537,0.34252,0.66537,0.0095056,0
1.8829,1.1438,0.44172,0.25785,0.44172,0.0060289,0
1.8485,1.9717,0.58049,0.3151,0.58049,0.0099997,0
2.8426,2.4341,1.1511,0.70363,1.1511,0.021926,0
3.1912,2.4376,1.4381,0.6188,1.4381,0.01896,0
2.5211,2.9123,0.99209,0.42745,0.99209,0.0082754,0
2.3549,2.4515,0.79233,0.39204,0.79233,0.0068032,0
2.4036,2.9986,0.83511,0.40779,0.83511,0.0071497,0
2.8499,2.5728,1.4232,0.97682,1.4232,0.03678,0
3.4671,2.5236,1.5197,0.59403,1.5197,0.012343,0
2.8375,3.2048,1.2953,0.49489,1.2953,0.0080124,0
3.0052,3.4055,1.3283,0.51393,1.3283,0.0069171,0
2.6722,3.1223,1.1394,0.47665,1.1394,0.0068297,0
3.6334,3.0552,1.4949,0.62343,1.4949,0.010156,0
3.4508,2.6882,1.8901,0.59429,1.8901,0.0082483,0
3.3823,2.6703,1.8567,0.58379,1.8567,0.0079646,0
3.1831,3.2954,1.6564,0.56025,1.6564,0.0072284,0
3.101,3.538,1.4476,0.55173,1.4476,0.0073815,0
3.0184,3.3534,1.4199,0.54558,1.4199,0.0073847,0
3.2027,3.1413,1.5478,0.56311,1.5478,0.0078033,0
3.3644,3.1302,1.5987,0.58064,1.5987,0.0083383,0
3.3593,2.6815,1.5578,0.54778,1.5578,0.0077264,0
3.3099,2.9436,1.5995,0.54825,1.5995,0.00747,0
3.3488,2.8735,1.4971,0.54033,1.4971,0.0076773,0
3.1789,3.1922,1.471,0.54999,1.471,0.007595,0
3.242,2.822,1.4382,0.5353,1.4382,0.0077974,0
3.354,2.745,1.5383,0.54138,1.5383,0.0076585,0
3.2471,2.754,1.4138,0.52067,1.4138,0.007455,0
3.2678,3.0676,1.4744,0.54916,1.4744,0.0077397,0
11.521,2.3968,0.31581,0.10065,0.31581,0.0039352,0
10.515,1.7663,0.27389,0.097742,0.27389,0.0031436,0
8.9757,1.6974,0.32812,0.16805,0.32812,0.0078293,0
10.311,3.992,1.0216,0.58751,1.0216,0.030784,0
7.3388,2.1225,0.56453,0.30318,0.56453,0.013488,0
8.2577,1.8298,0.31192,0.13479,0.31192,0.0037074,0
9.8578,2.6532,0.59414,0.31787,0.59414,0.010922,0
8.3633,2.6766,0.69744,0.45002,0.69744,0.02123,0
11.19,3.7263,0.84425,0.44026,0.84425,0.02664,0
10.166,3.1226,0.86218,0.37854,0.86218,0.033648,0
11.808,2.921,0.42923,0.17677,0.42923,0.0038278,0
10.582,3.0445,0.60715,0.21674,0.60715,0.0065639,0
10.706,3.5775,1.1251,0.69799,1.1251,0.030028,0
10.496,4.0672,0.81452,0.59222,0.81452,0.039997,0
10.732,4.291,1.2354,0.46348,1.2354,0.034129,0
13.832,4.1441,0.58816,0.20333,0.58816,0.0031341,0
12.741,4.8246,1.146,0.24742,1.146,0.005251,0
12.175,5.0893,1.2022,0.50556,1.2022,0.020214,0
12.35,6.4999,0.9271,0.44109,0.9271,0.012876,0
11.098,5.8259,1.3332,0.26283,1.3332,0.0056921,0
13.844,6.9678,0.89089,0.2303,0.89089,0.0024367,0
13.983,7.1173,1.4911,0.28279,1.4911,0.0037311,0
13.635,8.1595,1.1824,0.32922,1.1824,0.0045071,0
12.946,9.5621,1.0017,0.30924,1.0017,0.0037221,0
12.503,9.1419,1.0011,0.29687,1.0011,0.0033303,0
13.256,9.0838,1.2324,0.29609,1.2324,0.0030036,0
14.681,9.0027,0.97,0.26365,0.97,0.00228,0
14.756,10.056,1.2049,0.32925,1.2049,0.0027371,0
14.913,10.259,1.2998,0.36044,1.2998,0.0032246,0
15.0,12.638,1.1494,0.41707,1.1494,0.0032968,0
13.575,14.469,0.93574,0.3557,0.93574,0.0028153,0
13.686,13.335,1.0363,0.34164,1.0363,0.0024046,0
13.836,12.376,0.97414,0.3167,0.97414,0.0022303,0
12.579,13.884,1.0303,0.39025,1.0303,0.0025845,0
12.314,14.358,0.98651,0.4462,0.98651,0.002757,0
11.39,13.524,0.79373,0.30663,0.79373,0.0022724,0
11.989,14.941,0.88877,0.33387,0.88877,0.0026909,0
12.198,14.959,0.99416,0.41047,0.99416,0.0028152,0
2.9631,1.0004,0.35098,0.19516,0.35098,0.002943,0
3.1861,1.1854,0.4157,0.22432,0.4157,0.0033736,0
2.8599,0.68879,0.27536,0.13885,0.27536,0.0032354,0
3.3981,1.2015,0.51534,0.33319,0.51534,0.0060372,0
4.0008,2.0741,0.82729,0.46389,0.82729,0.0069559,0
4.732,2.8747,1.0663,0.56241,1.0663,0.0074447,0
5.1682,2.8221,1.4444,0.69921,1.4444,0.013147,0
4.1554,1.6728,0.92415,0.53482,0.92415,0.013648,0
3.3978,1.4161,0.64783,0.42946,0.64783,0.010295,0
4.7336,2.5454,1.1294,0.60855,1.1294,0.0099528,0
4.3859,2.8296,1.0583,0.52758,1.0583,0.0073122,0
7.2951,4.7407,2.4545,1.1174,2.4545,0.020443,0
3.732,1.7352,1.1902,0.77413,1.1902,0.021839,0
3.7993,1.8344,1.0154,0.80311,1.0154,0.030704,0
4.1297,2.4248,1.0931,0.58747,1.0931,0.011241,0
8.552,5.7528,2.9268,1.2684,2.9268,0.022588,0
6.1726,4.7797,2.5121,1.1511,2.5121,0.020988,0
4.5848,2.517,2.2526,2.2589,2.2526,0.066561,0
3.2162,1.7563,0.88072,0.79938,0.88072,0.029865,0
4.5153,3.0075,1.232,0.63923,1.232,0.010953,0
6.5323,4.657,2.4236,1.0467,2.4236,0.01927,0
7.2139,5.9084,3.1078,1.4181,3.1078,0.027114,0
4.0418,2.5275,1.8172,1.4977,1.8172,0.046998,0
3.5793,2.058,0.89503,0.47869,0.89503,0.017598,0
3.41,2.1022,0.88315,0.47511,0.88315,0.01329,0
4.5598,3.295,1.2682,0.62136,1.2682,0.012748,0
7.1617,5.9433,3.159,1.4559,3.159,0.036468,0
7.3965,5.8872,3.3314,1.5031,3.3314,0.032448,0
5.6864,3.9921,2.4353,1.187,2.4353,0.030803,0
5.9512,4.0271,2.4807,1.2135,2.4807,0.033737,0
4.1743,3.0292,1.3755,0.73896,1.3755,0.042436,0
4.5549,3.3916,1.3174,0.63233,1.3174,0.019936,0
3.7099,2.6925,1.0327,0.50934,1.0327,0.014696,0
8.5147,5.7362,3.7587,1.7531,3.7587,0.050255,0
8.2106,4.615,3.4458,1.6879,3.4458,0.053191,0
3.5852,2.6249,1.1977,0.66061,1.1977,0.04065,0
8.2536,6.9967,3.954,1.9637,3.954,0.076435,0
6.4366,3.8992,2.7145,1.3323,2.7145,0.04631,0
5.3654,0.54077,0.067283,0.026003,0.067283,0.0011504,0
5.2398,0.55894,0.07448,0.029775,0.07448,0.0012632,0
5.1133,0.54884,0.070916,0.024208,0.070916,0.00050863,0
4.6552,0.50135,0.097421,0.060358,0.097421,0.0035276,0
4.9598,0.81945,0.21239,0.13479,0.21239,0.0058416,0
4.8103,1.0798,0.28359,0.18133,0.28359,0.0071232,0
4.7978,0.98666,0.25408,0.13005,0.25408,0.0024035,0
4.5049,0.58944,0.16315,0.076603,0.16315,0.001683,0
4.0029,0.64987,0.27256,0.20522,0.27256,0.014008,0
4.6992,1.1526,0.39895,0.27051,0.39895,0.012746,0
4.9319,1.6672,0.57066,0.37336,0.57066,0.014418,0
4.8312,1.2822,0.37729,0.20656,0.37729,0.0038069,0
4.4196,0.59433,0.16987,0.08144,0.16987,0.0017745,0
3.7171,0.98917,0.48911,0.42887,0.48911,0.027429,0
4.7474,2.2351,0.62359,0.43845,0.62359,0.020603,0
5.0662,1.7759,0.59474,0.32608,0.59474,0.0058832,0
4.6886,1.84,0.45366,0.26789,0.45366,0.0047137,0
4.5576,1.0385,0.2916,0.16792,0.2916,0.0043236,0
4.2177,2.3578,1.0228,0.90147,1.0228,0.058443,0
4.9141,4.3165,0.97333,0.66377,0.97333,0.029784,0
5.0941,2.4489,0.74585,0.3887,0.74585,0.0068368,0
4.9699,2.1568,0.49936,0.28876,0.49936,0.0051368,0
5.256,2.385,0.69737,0.29537,0.69737,0.0083046,0
4.5844,4.8066,1.6474,1.0172,1.6474,0.058719,0
4.5635,4.9188,1.4818,0.90156,1.4818,0.045972,0
4.9335,5.4957,1.519,0.9256,1.519,0.043247,0
5.2747,4.8292,1.1592,0.4867,1.1592,0.0079886,0
5.1706,5.6728,1.0702,0.42761,1.0702,0.0077787,0
5.0529,4.7762,1.1064,0.38407,1.1064,0.0076744,0
5.0873,4.2497,1.2895,0.38891,1.2895,0.0078999,0
4.7683,8.1952,3.175,1.2336,3.175,0.048831,0
5.0249,8.7237,3.182,1.2332,3.182,0.047856,0
5.1275,9.1462,2.6975,1.09,2.6975,0.040257,0
5.0469,8.5017,2.1907,0.5556,2.1907,0.0082852,0
5.3453,7.5394,3.2051,0.66573,3.2051,0.0086569,0
4.8032,8.3509,3.1954,1.2304,3.1954,0.048286,0
5.581,8.1213,1.9167,0.59417,1.9167,0.0097054,0
4.886,8.3341,2.3318,0.54568,2.3318,0.0081259,0
5.2608,0.7012,0.17822,0.11799,0.17822,0.0039991,0
5.2809,0.88549,0.23887,0.16719,0.23887,0.0050216,0
5.0843,0.66899,0.17727,0.11076,0.17727,0.0035458,0
4.5691,0.95818,0.36129,0.34552,0.36129,0.020848,0
4.7976,1.7571,0.53812,0.4923,0.53812,0.018316,0
5.141,1.3082,0.38033,0.30281,0.38033,0.0086709,0
4.3919,1.3455,0.44474,0.40263,0.44474,0.014036,0
4.2215,0.75552,0.25895,0.22721,0.25895,0.012759,0
3.9367,1.5906,0.60484,0.54925,0.60484,0.025888,0
4.5976,3.2817,0.93904,0.93274,0.93904,0.032361,0
4.9638,3.9176,1.1068,0.99945,1.1068,0.026133,0
3.8854,1.8241,0.60704,0.59778,0.60704,0.02177,0
2.9102,1.2094,0.44349,0.38869,0.44349,0.020812,0
3.0261,1.8757,0.82477,0.77176,0.82477,0.034491,0
4.4231,3.7287,1.0587,1.0492,1.0587,0.036131,0
3.7633,2.7781,0.88236,0.82478,0.88236,0.023337,0
3.3504,2.6842,0.92322,0.84876,0.92322,0.032481,0
2.6557,1.3923,0.53362,0.48509,0.53362,0.021611,0
3.584,2.8303,1.3623,1.3624,1.3623,0.067675,0
4.4746,4.0351,1.1646,1.1568,1.1646,0.040198,0
3.3891,3.0056,0.95784,0.88778,0.95784,0.028552,0
3.1045,2.9703,0.97509,0.88391,0.97509,0.032099,0
1.6776,1.6628,0.77029,0.74234,0.77029,0.037218,0
4.1431,3.5917,1.2614,1.1959,1.2614,0.048335,0
4.1334,3.7194,1.2352,1.1641,1.2352,0.045829,0
4.4955,4.0721,1.2173,1.1827,1.2173,0.042404,0
3.1679,2.7525,1.0295,0.92574,1.0295,0.03748,0
3.1083,3.1863,1.0313,0.88291,1.0313,0.0343,0
2.2174,2.2658,0.97189,0.75041,0.97189,0.037937,0
2.0276,1.9665,0.98105,0.73863,0.98105,0.039647,0
4.4464,3.8279,1.7544,1.5574,1.7544,0.077838,0
4.5691,4.018,1.6662,1.4905,1.6662,0.071034,0
5.0548,4.8361,1.795,1.5925,1.795,0.073477,0
2.6282,2.481,1.0923,1.0215,1.0923,0.057941,0
2.1273,2.0148,1.2327,1.0788,1.2327,0.070574,0
4.4871,3.882,1.6536,1.4632,1.6536,0.069075,0
2.9823,2.4738,1.1283,1.0046,1.1283,0.048841,0
2.3563,2.2992,1.1679,1.1894,1.1679,0.075095,0
