,f1,f2,f3,f4,f5,f6,Stage
184,4.6184,3.3346,0.69703,0.1033,0.69703,2.2045e-06,1
185,4.5718,3.3604,0.81661,0.12867,0.81661,2.35e-06,1
186,4.9743,3.3326,0.93822,0.14808,0.93822,2.2158e-06,1
187,4.103,3.4509,0.80466,0.14193,0.80466,3.1041e-06,1
188,4.909,3.5113,0.90311,0.15849,0.90311,2.997e-06,1
189,5.1672,3.2329,0.89963,0.16189,0.89963,2.8089e-06,1
190,1.1192e-09,7.4341e-08,2.5338e-06,0.00014954,2.5338e-06,1.3133,1
191,1.296e-09,9.0044e-08,2.9124e-06,0.00016723,2.9124e-06,1.3131,1
192,1.5554e-09,1.0413e-07,2.8658e-06,0.00017055,2.8658e-06,1.3129,1
193,9.0198e-10,6.5038e-08,1.6824e-06,0.000111,1.6824e-06,1.3137,1
194,1.5274e-09,1.0164e-07,2.4444e-06,0.00015209,2.4444e-06,1.3129,1
195,5.8832e-10,6.9204e-08,1.1355e-06,8.6758e-05,1.1355e-06,1.3143,1
196,6.7937e-10,4.7821e-08,2.0098e-06,0.00022446,2.0098e-06,1.3134,1
197,1.315e-09,1.0516e-07,2.0493e-06,0.00013599,2.0493e-06,1.3132,1
198,8.5306e-10,5.2651e-08,1.6797e-06,0.00010992,1.6797e-06,1.314,1
199,5.3059e-10,8.1451e-08,1.0184e-06,8.6509e-05,1.0184e-06,1.3142,1
200,2.9506e-10,2.0766e-08,6.7339e-07,4.7139e-05,6.7339e-07,1.3144,1
201,4.4515e-10,6.6957e-08,9.1671e-07,7.8702e-05,9.1671e-07,1.3143,1
202,2.3399e-10,1.9655e-08,7.4784e-07,5.1906e-05,7.4784e-07,1.3144,1
203,2.395e-10,2.0186e-08,7.1382e-07,5.1482e-05,7.1382e-07,1.3144,1
204,2.9017e-10,3.5031e-08,7.2639e-07,6.4474e-05,7.2639e-07,1.3144,1
205,2.0278e-10,1.6673e-08,7.09e-07,5.004e-05,7.09e-07,1.3144,1
206,2.081e-10,1.832e-08,6.0608e-07,4.579e-05,6.0608e-07,1.3143,1
207,1.7605e-10,1.8958e-08,5.998e-07,4.5031e-05,5.998e-07,1.3143,1
208,1.8056e-10,1.5615e-08,6.3533e-07,4.7092e-05,6.3533e-07,1.3144,1
209,7.1202e-10,4.0139e-08,1.2898e-06,9.0094e-05,1.2898e-06,1.3135,1
210,3.6686e-10,2.6393e-08,5.9945e-07,4.8312e-05,5.9945e-07,1.3143,1
211,1.0167e-09,5.3427e-08,1.5066e-06,9.3696e-05,1.5066e-06,1.3133,1
212,3.0368e-10,3.8716e-08,5.4408e-07,4.4583e-05,5.4408e-07,1.3144,1
213,1.6361e-10,1.778e-08,5.056e-07,3.8304e-05,5.056e-07,1.3147,1
214,8.6471e-10,8.012e-08,1.458e-06,8.598e-05,1.458e-06,1.3136,1
215,3.347e-10,4.1997e-08,6.6128e-07,4.7501e-05,6.6128e-07,1.3144,1
216,1.0167e-09,5.3427e-08,1.5066e-06,9.3696e-05,1.5066e-06,1.3133,1
217,7.9204e-10,8.1776e-08,1.4461e-06,8.3269e-05,1.4461e-06,1.3138,1
218,3.7068e-10,4.4987e-08,7.9359e-07,5.3774e-05,7.9359e-07,1.3143,1
219,1.0167e-09,5.3427e-08,1.5066e-06,9.3696e-05,1.5066e-06,1.3133,1
220,6.7146e-10,7.5733e-08,1.4291e-06,7.8037e-05,1.4291e-06,1.314,1
221,2.3682e-10,3.2297e-08,8.0352e-07,5.1954e-05,8.0352e-07,1.3142,1
222,1.5094e-10,2.2209e-08,6.3686e-07,4.6285e-05,6.3686e-07,1.3143,1
223,1.0167e-09,5.3427e-08,1.5066e-06,9.3696e-05,1.5066e-06,1.3133,1
224,1.6428e-10,1.8842e-08,6.5657e-07,4.1486e-05,6.5657e-07,1.3143,1
225,8.4306e-11,1.276e-08,4.6944e-07,3.5069e-05,4.6944e-07,1.3144,1
226,2.8496e-10,1.9727e-08,9.7295e-07,5.4104e-05,9.7295e-07,1.3143,1
227,1.0728e-10,1.3484e-08,5.293e-07,3.5669e-05,5.293e-07,1.3144,1
228,1.5431,0.55917,0.31604,0.22893,0.31604,0.015297,1
229,1.4653,0.5604,0.28293,0.21047,0.28293,0.014156,1
230,0.96826,0.38731,0.25388,0.16783,0.25388,0.013939,1
231,4.1129,1.3812,0.72434,0.55509,0.72434,0.034618,1
232,4.3438,1.4284,0.67997,0.50757,0.67997,0.029719,1
233,0.86808,0.41928,0.23051,0.19459,0.23051,0.016151,1
234,3.8085,1.5455,0.73758,0.51492,0.73758,0.034096,1
235,4.6634,1.6527,0.73916,0.52842,0.73916,0.030309,1
236,1.9393,0.99752,0.55292,0.7612,0.55292,0.052677,1
237,4.0967,1.7178,0.79839,0.55141,0.79839,0.037084,1
238,0.67439,0.37662,0.29777,0.53461,0.29777,0.033375,1
239,3.397,1.8454,0.8071,0.47466,0.8071,0.032771,1
240,2.795,1.4646,0.75142,0.52078,0.75142,0.045448,1
241,3.0078,1.5611,0.79204,0.53923,0.79204,0.046965,1
242,3.383,1.8316,0.87537,0.52111,0.87537,0.042636,1
243,3.1308,1.7393,0.93489,0.55647,0.93489,0.045536,1
