,f1,f2,f3,f4,f5,f6,Stage
37,1.3089,2.6433,1.3025,0.96684,1.3025,0.11256,3
38,3.05,15.949,0.43571,0.57083,0.43571,0.0088616,3
39,3.1742,15.363,0.43452,0.56949,0.43452,0.0082672,3
40,2.6249,16.519,0.60674,0.68511,0.60674,0.030605,3
41,3.5669,18.117,0.46891,0.62824,0.46891,0.009171,3
42,4.2022,17.635,0.46507,0.62929,0.46507,0.0076387,3
43,2.2762,15.938,0.43995,0.53888,0.43995,0.033352,3
44,3.602,18.954,0.47404,0.65023,0.47404,0.010036,3
45,4.1164,16.847,0.44936,0.59795,0.44936,0.0075191,3
46,2.3907,19.369,0.4571,0.65752,0.4571,0.035354,3
47,3.1239,20.16,0.4506,0.62216,0.4506,0.010393,3
48,2.3309,19.371,0.556,0.68025,0.556,0.019611,3
49,2.7904,21.244,0.48569,0.60489,0.48569,0.0096213,3
50,2.2918,20.138,0.67237,0.91799,0.67237,0.015095,3
51,2.5465,20.857,0.57962,0.71353,0.57962,0.011027,3
52,2.7002,21.296,0.55582,0.67483,0.55582,0.0093915,3
53,2.2875,22.353,0.63898,0.97387,0.63898,0.01032,3
54,2.3418,22.236,0.57504,0.77579,0.57504,0.0094104,3
55,2.5832,21.448,0.57429,0.70237,0.57429,0.0093093,3
56,1.977,23.302,0.56477,0.87214,0.56477,0.011911,3
57,3.2266,14.591,0.45014,0.58129,0.45014,0.0088736,3
58,3.9858,16.479,0.48071,0.6398,0.48071,0.0079185,3
59,1.5848,5.2715,0.27717,0.31248,0.27717,0.006892,3
60,3.987,17.338,0.5189,0.71258,0.5189,0.0090106,3
61,3.6989,12.073,0.71062,0.75903,0.71062,0.013472,3
62,4.0577,17.626,0.48218,0.63791,0.48218,0.008511,3
63,3.5917,18.081,0.55231,0.76566,0.55231,0.0094879,3
64,4.0436,13.595,0.90818,0.93407,0.90818,0.016976,3
65,3.5449,19.216,0.54964,0.67499,0.54964,0.0088691,3
66,3.4502,19.045,0.62771,0.81262,0.62771,0.010529,3
67,3.4103,16.656,0.86738,1.0394,0.86738,0.017858,3
68,3.0338,19.952,0.56581,0.66817,0.56581,0.0085106,3
69,3.2067,19.7,0.67071,0.8351,0.67071,0.011126,3
70,2.9988,19.426,0.76072,0.95487,0.76072,0.013732,3
71,2.7135,20.646,0.724,0.9896,0.724,0.013924,3
72,2.3322,22.196,0.60826,0.81297,0.60826,0.012315,3
73,2.2032,22.659,0.61352,0.84226,0.61352,0.0132,3
74,1.8585,23.749,0.51459,0.73064,0.51459,0.013319,3
75,2.0234,22.964,0.55852,0.78323,0.55852,0.013582,3
76,1.5727,0.71262,0.50961,0.47589,0.50961,0.029284,3
77,1.4679,0.69874,0.57317,0.74416,0.57317,0.049832,3
78,1.9405,0.78858,0.62951,0.65595,0.62951,0.055078,3
79,1.7071,0.80579,0.69164,0.73634,0.69164,0.070103,3
80,2.6864,1.3781,1.0023,1.2265,1.0023,0.070932,3
81,3.5761,1.6381,1.1384,1.282,1.1384,0.051175,3
82,4.0891,1.5527,1.2141,1.3289,1.2141,0.081389,3
83,2.1718,0.8006,0.64446,0.61846,0.64446,0.077569,3
84,1.5657,0.79833,0.74937,0.7722,0.74937,0.062378,3
85,2.2702,1.2635,1.0452,1.3181,1.0452,0.11152,3
86,3.9034,1.7859,1.232,1.4186,1.232,0.055148,3
87,3.7205,1.4866,1.18,1.3223,1.18,0.097942,3
88,3.756,1.3303,1.0797,1.0674,1.0797,0.1078,3
89,1.3489,1.0197,1.3378,1.6333,1.3378,0.16434,3
90,2.4653,1.5725,1.3986,1.5511,1.3986,0.1617,3
91,4.6702,1.9455,1.3107,1.2962,1.3107,0.058295,3
92,4.0906,1.8554,1.3875,1.4496,1.3875,0.12291,3
93,2.3547,1.4129,1.2336,1.5187,1.2336,0.15613,3
94,2.285,1.7199,1.4496,1.0648,1.4496,0.12202,3
95,2.1147,1.5125,1.1473,1.0407,1.1473,0.10496,3
96,4.3192,2.1183,1.2149,1.0665,1.2149,0.055567,3
97,4.177,2.0281,1.3047,1.2196,1.3047,0.10534,3
98,3.6278,1.778,1.2076,1.2741,1.2076,0.11376,3
99,2.3289,1.7021,1.3567,0.9616,1.3567,0.08401,3
100,2.1778,1.8083,1.5564,1.078,1.5564,0.15697,3
101,1.9698,1.5762,1.0605,0.72465,1.0605,0.065641,3
102,4.1506,2.2293,1.3533,0.8802,1.3533,0.054666,3
103,3.3353,1.8367,1.108,0.85337,1.108,0.071917,3
104,3.3737,2.0338,1.3076,1.1372,1.3076,0.11788,3
105,3.5176,1.9745,1.3327,1.082,1.3327,0.080775,3
106,1.8425,1.5488,1.1801,0.82018,1.1801,0.069592,3
107,2.0252,1.8097,1.1942,0.62647,1.1942,0.043742,3
108,2.8052,2.3639,1.245,0.80147,1.245,0.047804,3
109,3.1934,2.0115,1.3207,0.74716,1.3207,0.049373,3
110,3.1516,2.046,1.4307,0.99582,1.4307,0.068204,3
111,2.3023,1.9729,1.4085,0.95516,1.4085,0.078761,3
112,2.8543,1.5333,1.0137,0.65871,1.0137,0.050863,3
113,3.4063,2.1774,1.4232,1.1167,1.4232,0.08989,3
114,4.2631,1.7238,1.0951,1.1475,1.0951,0.03651,3
115,4.9295,1.9209,1.1671,1.2368,1.1671,0.034231,3
116,3.1417,1.4339,1.0671,1.2911,1.0671,0.046103,3
117,5.0001,2.0281,1.2299,1.6339,1.2299,0.070597,3
118,6.0982,2.3231,1.2586,1.5374,1.2586,0.036928,3
119,2.6216,1.3064,0.99753,1.18,0.99753,0.057886,3
120,4.4201,2.094,1.2303,1.6636,1.2303,0.092449,3
121,5.4136,2.2115,1.1787,1.4241,1.1787,0.036582,3
122,1.5789,1.1178,0.82439,0.86627,0.82439,0.051262,3
123,4.1039,2.2935,1.2609,1.6755,1.2609,0.089048,3
124,1.5009,1.238,0.77555,0.71262,0.77555,0.02793,3
125,3.5604,2.441,1.3403,1.4975,1.3403,0.061265,3
126,2.4272,2.1701,1.4438,1.3355,1.4438,0.072959,3
127,2.5053,2.265,1.4667,1.3937,1.4667,0.074191,3
128,3.7194,2.5592,1.4499,1.5802,1.4499,0.062828,3
129,2.1482,1.9313,2.8463,1.8514,2.8463,0.20552,3
130,2.3334,1.9345,2.6283,1.7665,2.6283,0.18064,3
131,3.2901,1.9537,1.8118,1.5134,1.8118,0.085842,3
132,1.9202,1.8509,3.0057,1.8671,3.0057,0.22676,3
133,4.4084,1.8851,1.073,1.1706,1.073,0.02595,3
134,5.8335,2.8128,1.4068,1.9934,1.4068,0.027781,3
135,3.5155,1.7633,1.0967,1.1211,1.0967,0.023875,3
136,5.1138,2.853,1.4105,1.7625,1.4105,0.036974,3
137,3.334,1.8164,1.1879,1.1126,1.1879,0.02626,3
138,5.2027,2.6649,1.4832,1.6645,1.4832,0.029052,3
139,4.702,2.8473,1.4804,1.6553,1.4804,0.04111,3
140,3.5475,2.1737,1.4402,1.1104,1.4402,0.038355,3
141,4.9018,2.6356,1.516,1.6379,1.516,0.028739,3
142,3.9738,2.3493,1.3983,1.4008,1.3983,0.031171,3
143,2.8471,2.0038,1.2301,1.0585,1.2301,0.046224,3
144,4.408,2.5825,1.7614,1.6706,1.7614,0.040703,3
145,4.2613,2.5085,1.507,1.4945,1.507,0.033614,3
146,3.9865,2.4731,1.439,1.3746,1.439,0.034135,3
147,3.899,2.4901,1.443,1.3676,1.443,0.034195,3
148,4.3691,2.718,1.8986,1.5009,1.8986,0.065602,3
149,4.4042,2.8082,1.9371,1.5168,1.9371,0.06735,3
150,3.7756,2.8076,2.8107,1.8363,2.8107,0.13837,3
151,4.0561,2.5712,1.8153,1.4008,1.8153,0.063794,3
152,2.8558,0.95329,0.46416,0.25212,0.46416,0.014548,3
153,2.8065,1.0143,0.46633,0.25601,0.46633,0.014627,3
154,2.8244,0.85753,0.40723,0.23302,0.40723,0.012198,3
155,3.2739,1.2313,0.62609,0.39137,0.62609,0.017339,3
156,4.3854,1.5383,0.67786,0.41689,0.67786,0.018196,3
157,4.6157,1.6341,0.67686,0.42305,0.67686,0.018365,3
158,4.3578,1.3711,0.65465,0.38579,0.65465,0.015038,3
159,1.8502,0.65442,0.34572,0.22097,0.34572,0.014817,3
160,3.807,1.4631,0.79863,0.56114,0.79863,0.033105,3
161,4.3313,1.7747,0.78304,0.51451,0.78304,0.022801,3
162,4.4313,1.6937,0.76802,0.46324,0.76802,0.022449,3
163,4.3538,1.5415,0.76873,0.44932,0.76873,0.016559,3
164,1.9716,0.75992,0.45949,0.34799,0.45949,0.02413,3
165,3.5878,1.6066,0.84553,0.56688,0.84553,0.032169,3
166,3.9848,1.7236,0.80204,0.5015,0.80204,0.025597,3
167,4.7977,1.8793,1.0278,0.62305,1.0278,0.025046,3
168,4.481,1.8116,0.91246,0.5629,0.91246,0.019796,3
169,3.1361,1.2629,0.74008,0.4498,0.74008,0.022099,3
170,3.3482,1.5774,0.95855,0.55417,0.95855,0.04752,3
171,3.9843,2.0284,0.96321,0.61241,0.96321,0.035357,3
172,3.9994,1.7454,0.97258,0.59275,0.97258,0.020875,3
173,4.3835,2.012,1.0657,0.64378,1.0657,0.023113,3
174,4.0108,1.8767,1.1444,0.72727,1.1444,0.033612,3
175,3.3764,1.9525,1.4695,0.75251,1.4695,0.081834,3
176,3.5967,1.9845,1.2545,0.67053,1.2545,0.053214,3
177,3.5807,2.0797,1.0523,0.64763,1.0523,0.041586,3
178,4.6001,2.1849,1.2773,0.77006,1.2773,0.027071,3
179,4.4065,2.2693,1.3059,0.7663,1.3059,0.029959,3
180,4.0223,2.0402,1.1498,0.75876,1.1498,0.034082,3
181,3.9313,1.9945,1.1593,0.7543,1.1593,0.035529,3
182,2.9656,2.0339,1.7281,0.94212,1.7281,0.13478,3
183,3.1347,1.9663,1.3369,0.78604,1.3369,0.086662,3
184,3.7697,2.0397,1.1546,0.72798,1.1546,0.05582,3
185,4.5517,2.6911,1.6884,1.116,1.6884,0.070431,3
186,4.5623,2.7248,1.6947,1.1853,1.6947,0.085768,3
187,2.6544,1.7108,1.4615,0.89453,1.4615,0.12612,3
188,4.4671,2.5974,1.7108,1.1607,1.7108,0.076472,3
189,4.2877,2.5643,1.6331,1.1589,1.6331,0.083378,3
190,9.5921,2.6232,0.94287,0.80286,0.94287,0.022772,3
191,11.793,2.6449,0.79907,0.67568,0.79907,0.011414,3
192,9.8171,2.1495,0.74376,0.59022,0.74376,0.020231,3
193,7.1893,1.8574,0.82901,0.73457,0.82901,0.025867,3
194,10.146,2.0839,0.72329,0.62583,0.72329,0.011311,3
195,11.503,2.4299,0.74085,0.60349,0.74085,0.010067,3
196,10.357,2.1072,0.7296,0.66212,0.7296,0.017915,3
197,6.9211,1.782,1.1374,0.82373,1.1374,0.035934,3
198,6.5895,1.6528,0.85341,0.84558,0.85341,0.039444,3
199,9.2383,1.9249,0.94872,0.85212,0.94872,0.013987,3
200,10.24,2.3172,0.95557,0.76888,0.95557,0.013104,3
201,6.801,1.6808,0.89503,0.97686,0.89503,0.018999,3
202,3.5046,0.8715,0.64276,0.47576,0.64276,0.022647,3
203,3.4342,1.1053,0.82362,0.92049,0.82362,0.049327,3
204,8.5944,2.0818,1.3494,1.2087,1.3494,0.016089,3
205,7.6156,1.9207,1.0214,0.87016,1.0214,0.01893,3
206,5.9372,1.7892,1.0811,1.0909,1.0811,0.020461,3
207,3.5889,1.1273,0.87892,0.78954,0.87892,0.041942,3
208,5.0165,2.2793,1.3278,1.0461,1.3278,0.039746,3
209,6.9777,2.1201,1.5532,1.2267,1.5532,0.017172,3
210,5.935,1.7887,1.0698,0.82098,1.0698,0.017718,3
211,5.6551,2.0178,1.3216,1.1144,1.3216,0.024817,3
212,2.0457,0.9776,0.78876,0.97545,0.78876,0.083915,3
213,5.3859,2.6835,1.9294,1.3735,1.9294,0.061228,3
214,5.7587,2.7169,1.8882,1.1996,1.8882,0.040703,3
215,5.181,2.4203,1.7604,1.1484,1.7604,0.036742,3
216,5.445,2.3254,1.5869,0.94183,1.5869,0.024127,3
217,5.0584,2.3014,1.6489,1.0668,1.6489,0.031478,3
218,3.842,1.8693,1.3352,0.88037,1.3352,0.039534,3
219,2.8045,1.408,1.1157,1.0069,1.1157,0.069079,3
220,5.0265,2.7141,2.0101,1.498,2.0101,0.076303,3
221,5.0071,2.5975,1.9258,1.3541,1.9258,0.06053,3
222,5.8846,2.9134,2.1802,1.485,2.1802,0.05788,3
223,5.3832,2.4744,1.7843,1.1937,1.7843,0.058021,3
224,4.914,2.3517,1.7336,1.3151,1.7336,0.077228,3
225,5.0485,2.801,2.1075,1.6379,2.1075,0.083563,3
226,4.6081,2.3424,1.567,1.2184,1.567,0.062668,3
227,3.559,1.6896,1.2278,0.95389,1.2278,0.057154,3
228,1.8677,1.715,0.78906,0.88804,0.78906,0.033244,3
229,0.34471,0.28258,0.14058,0.1581,0.14058,0.0045135,3
230,1.2137,1.0974,0.71861,0.64599,0.71861,0.017979,3
231,1.8177,2.7979,1.3467,1.3717,1.3467,0.06412,3
232,2.6115,6.3258,2.2522,2.2416,2.2522,0.067202,3
233,0.39427,0.46249,0.17754,0.17998,0.17754,0.0047169,3
234,2.0602,3.1486,1.4316,1.4457,1.4316,0.02829,3
235,1.277,1.4682,0.87887,0.76018,0.87887,0.029309,3
236,3.0632,5.8604,2.5768,2.0848,2.5768,0.089465,3
237,1.1394,4.2569,1.0491,0.91524,1.0491,0.020652,3
238,2.965,5.0456,1.6941,1.7965,1.6941,0.039988,3
239,0.88572,2.1523,0.66691,0.69852,0.66691,0.012605,3
240,2.9243,5.3304,2.4382,1.929,2.4382,0.074775,3
241,2.2092,4.7154,2.7333,2.1626,2.7333,0.11124,3
242,2.0763,8.3058,1.9714,1.6142,1.9714,0.024593,3
243,1.4294,3.4471,0.9845,0.94808,0.9845,0.015924,3
244,1.8595,4.9226,1.2464,1.2468,1.2464,0.01887,3
245,2.1801,5.2234,1.9778,1.4418,1.9778,0.044613,3
246,2.975,6.7427,2.8413,2.0483,2.8413,0.050035,3
247,2.0133,7.1609,2.0182,1.5546,2.0182,0.021373,3
248,2.6902,7.6223,2.2432,1.8793,2.2432,0.025003,3
249,1.3967,4.4229,1.1593,1.0047,1.1593,0.013423,3
250,2.756,7.5243,2.8734,2.5764,2.8734,0.065974,3
251,3.279,7.3493,3.4645,2.2383,3.4645,0.058023,3
252,3.0818,7.5497,3.1455,1.9267,3.1455,0.025397,3
253,2.2372,6.1395,2.2326,1.5342,2.2326,0.019392,3
254,2.7904,7.3245,2.5589,1.9174,2.5589,0.022194,3
255,1.9501,6.2344,1.7418,1.3772,1.7418,0.018047,3
256,2.8161,9.2107,2.5367,1.9654,2.5367,0.028549,3
257,3.0217,9.3102,2.7724,1.974,2.7724,0.0299,3
258,2.9911,5.491,2.5976,1.7181,2.5976,0.032352,3
259,2.8509,5.5336,2.4236,1.6855,2.4236,0.020408,3
260,3.4255,6.7906,2.9065,2.0515,2.9065,0.024305,3
261,2.5632,6.7869,2.1911,1.5938,2.1911,0.019898,3
262,2.8392,7.5833,2.362,1.6471,2.362,0.021724,3
263,3.7026,6.6068,3.027,2.0902,3.027,0.027444,3
264,2.4068,4.5163,1.8731,1.3305,1.8731,0.017222,3
265,3.359,8.1578,3.0483,2.101,3.0483,0.060434,3
266,4.7503,4.3413,1.6978,3.5757,1.6978,0.054518,3
267,4.6979,4.1504,1.601,3.2676,1.601,0.049248,3
268,3.1397,3.2797,1.6667,3.2471,1.6667,0.11884,3
269,4.6523,4.2675,1.8995,3.9914,1.8995,0.047467,3
270,5.0649,4.3949,1.7605,3.5217,1.7605,0.04361,3
271,2.3123,2.6913,1.5825,3.0477,1.5825,0.26198,3
272,3.9682,4.8083,2.1178,3.7842,2.1178,0.055624,3
273,4.3309,3.9982,1.6418,3.0234,1.6418,0.037075,3
274,0.96472,2.1861,1.3327,3.4144,1.3327,0.40066,3
275,3.597,5.4216,2.2152,3.617,2.2152,0.056512,3
276,1.8904,6.5208,1.8214,3.2912,1.8214,0.20268,3
277,3.5747,6.2024,2.2407,3.4969,2.2407,0.054127,3
278,3.2554,8.6519,1.9382,2.7532,1.9382,0.065043,3
279,3.3526,8.8243,2.0098,2.8398,2.0098,0.057628,3
280,3.3984,8.7282,2.0622,2.8742,2.0622,0.055061,3
281,3.7531,6.8864,1.8955,2.6762,1.8955,0.070729,3
282,3.9698,6.7971,2.038,2.8224,2.038,0.059726,3
283,4.164,5.7484,2.1051,2.9536,2.1051,0.052758,3
284,3.8005,6.3916,1.8648,2.6521,1.8648,0.068589,3
285,5.2784,4.7613,1.9616,4.159,1.9616,0.04022,3
286,5.0366,4.52,2.0137,4.2094,2.0137,0.031423,3
287,4.6981,4.2374,2.0603,4.7713,2.0603,0.040127,3
288,4.2047,4.5715,2.0486,3.9765,2.0486,0.026409,3
289,3.7767,4.4902,1.9157,3.7176,1.9157,0.091335,3
290,4.2966,5.0485,2.1988,3.6033,2.1988,0.026078,3
291,3.8196,5.1637,2.2899,4.219,2.2899,0.025001,3
292,3.2753,4.4711,1.905,3.423,1.905,0.11887,3
293,4.2117,5.2794,2.3258,3.6289,2.3258,0.026493,3
294,3.1377,4.6645,1.9626,3.3972,1.9626,0.023605,3
295,3.1885,7.3978,1.7863,2.9637,1.7863,0.050312,3
296,4.2511,5.0511,2.2603,3.4219,2.2603,0.028287,3
297,3.3555,5.1914,2.0101,3.3046,2.0101,0.025968,3
298,3.4907,7.2533,2.0061,3.2243,2.0061,0.034723,3
299,3.1643,7.3086,1.747,2.878,1.747,0.043415,3
300,3.9148,5.7046,1.9891,3.2357,1.9891,0.032357,3
301,4.1043,6.0392,1.9395,3.2105,1.9395,0.041039,3
302,3.6863,5.0452,1.7167,2.6866,1.7167,0.035838,3
303,4.0015,5.7444,1.9104,3.1064,1.9104,0.038444,3
304,3.2333,1.3624,0.65899,0.37614,0.65899,0.024379,3
305,3.265,1.3973,0.65809,0.37999,0.65809,0.021877,3
306,1.6025,0.6603,0.28866,0.18442,0.28866,0.011576,3
307,3.3181,1.9563,0.86355,0.50349,0.86355,0.023129,3
308,3.3109,1.7454,0.77234,0.45842,0.77234,0.019761,3
309,2.0077,1.2276,0.54469,0.32094,0.54469,0.019366,3
310,3.3247,2.1666,0.92315,0.52793,0.92315,0.023423,3
311,3.3128,1.8606,0.81604,0.47796,0.81604,0.020022,3
312,2.3547,2.2536,0.93106,0.49735,0.93106,0.032937,3
313,3.1513,2.9951,1.0899,0.59264,1.0899,0.023759,3
314,2.4485,2.7028,1.1291,0.56598,1.1291,0.037643,3
315,3.0578,3.3071,1.1856,0.60931,1.1856,0.023941,3
316,2.5376,2.9066,1.3449,0.63497,1.3449,0.038237,3
317,2.9854,3.4764,1.2426,0.61548,1.2426,0.025304,3
318,3.0264,3.4081,1.2123,0.60891,1.2123,0.024534,3
319,3.1032,2.8733,1.5367,0.65824,1.5367,0.035308,3
320,3.1633,2.6794,1.4395,0.61625,1.4395,0.034277,3
321,3.0629,2.4365,1.3242,0.57572,1.3242,0.032971,3
322,3.1447,2.6072,1.4333,0.61985,1.4333,0.035636,3
323,2.9247,1.1403,0.61017,0.31832,0.61017,0.023345,3
324,3.1748,1.7048,0.87906,0.47009,0.87906,0.025376,3
325,2.4557,0.89157,0.51248,0.26666,0.51248,0.021846,3
326,3.0481,1.7754,0.91328,0.47687,0.91328,0.025232,3
327,2.4126,1.016,0.61368,0.31475,0.61368,0.025323,3
328,2.8557,1.7289,0.79951,0.40796,0.79951,0.020036,3
329,2.6377,1.646,0.86632,0.41814,0.86632,0.022895,3
330,2.3447,1.1349,0.70862,0.35218,0.70862,0.02696,3
331,2.8824,1.8882,0.89057,0.4244,0.89057,0.021259,3
332,2.926,2.0546,1.1389,0.49116,1.1389,0.028629,3
333,2.6073,1.9282,1.2569,0.56532,1.2569,0.042673,3
334,2.8689,1.9498,0.97013,0.4384,0.97013,0.023061,3
335,3.0867,2.1413,1.3012,0.51722,1.3012,0.033672,3
336,2.8742,2.1718,1.3977,0.53436,1.3977,0.03721,3
337,2.9038,2.2097,1.4227,0.55802,1.4227,0.0395,3
338,3.2395,2.0028,1.2624,0.55171,1.2624,0.038301,3
339,3.2967,2.019,1.4474,0.68828,1.4474,0.061175,3
340,3.5271,1.9821,1.2582,0.61897,1.2582,0.043295,3
341,3.1174,1.7505,1.2697,0.67243,1.2697,0.063292,3
342,2.4258,1.1084,0.39114,0.23857,0.39114,0.01427,3
343,1.3792,0.89958,0.31119,0.17673,0.31119,0.012494,3
344,1.2106,0.71685,0.25405,0.14663,0.25405,0.01176,3
345,0.5821,0.28368,0.12427,0.079928,0.12427,0.0059292,3
346,2.5605,2.7348,0.84881,0.61551,0.84881,0.022974,3
347,2.7959,3.631,0.92065,0.62649,0.92065,0.025424,3
348,3.0808,3.6019,0.99503,0.70314,0.99503,0.043554,3
349,0.52364,0.3363,0.13591,0.086682,0.13591,0.0083804,3
350,1.0144,0.62462,0.31711,0.24228,0.31711,0.015775,3
351,2.661,2.525,0.94387,0.7322,0.94387,0.026059,3
352,3.3962,4.4243,1.1657,0.82165,1.1657,0.029776,3
353,3.0583,4.6341,1.0831,0.79456,1.0831,0.059284,3
354,0.52964,0.31263,0.12781,0.091802,0.12781,0.0087072,3
355,0.52808,0.27492,0.13433,0.11604,0.13433,0.010216,3
356,2.2561,2.9496,0.83105,0.51392,0.83105,0.01887,3
357,3.6687,5.2851,1.3614,0.91901,1.3614,0.039273,3
358,3.1479,6.0961,1.2996,0.90167,1.2996,0.051645,3
359,0.69022,0.634,0.20031,0.16615,0.20031,0.013646,3
360,0.49525,0.25194,0.11906,0.078098,0.11906,0.005889,3
361,2.6131,5.8934,1.3906,0.80408,1.3906,0.031372,3
362,3.4068,6.7375,1.5336,0.99061,1.5336,0.03701,3
363,3.4632,6.7966,1.6004,1.1686,1.6004,0.049507,3
364,0.34158,0.30791,0.11273,0.079888,0.11273,0.0056126,3
365,1.0858,2.2025,0.62959,0.4083,0.62959,0.02505,3
366,1.3086,2.9143,0.76587,0.47773,0.76587,0.027515,3
367,2.7394,6.8302,1.5972,0.89035,1.5972,0.040062,3
368,2.7644,6.3426,1.4056,0.90551,1.4056,0.040141,3
369,3.5462,6.7101,1.6526,1.2433,1.6526,0.047504,3
370,1.8155,2.9217,0.8284,0.74247,0.8284,0.029904,3
371,1.1223,1.5509,0.49292,0.44388,0.49292,0.01885,3
372,2.6383,4.2417,1.5386,1.1413,1.5386,0.093332,3
373,2.9542,5.5033,1.7812,1.2592,1.7812,0.093498,3
374,2.4989,6.056,1.5439,1.0453,1.5439,0.0539,3
375,3.1274,4.7274,1.6598,1.4745,1.6598,0.11676,3
376,3.1714,4.361,1.6925,1.6816,1.6925,0.088831,3
377,2.5045,4.5536,1.5387,1.1386,1.5387,0.090293,3
378,3.2227,6.1804,1.6388,1.2584,1.6388,0.094693,3
379,2.1054,3.0874,1.193,1.0605,1.193,0.096767,3
380,3.4697,4.4094,1.1155,0.64393,1.1155,0.030136,3
381,3.5813,4.4302,1.0755,0.64818,1.0755,0.028085,3
382,3.4798,4.1825,1.3573,0.86971,1.3573,0.042053,3
383,4.0974,5.1592,1.1577,0.62735,1.1577,0.020182,3
384,4.5337,5.538,1.1955,0.62587,1.1955,0.018679,3
385,3.0124,3.4851,1.1802,0.75423,1.1802,0.040118,3
386,3.738,4.0431,1.1134,0.55428,1.1134,0.018435,3
387,4.3918,5.0378,1.2497,0.60283,1.2497,0.018664,3
388,2.8894,5.5369,1.2883,0.84607,1.2883,0.046481,3
389,3.5384,5.2749,1.0907,0.55085,1.0907,0.01829,3
390,2.5533,8.8617,1.4452,0.70499,1.4452,0.032328,3
391,3.361,7.3849,1.3976,0.6622,1.3976,0.019993,3
392,4.0837,5.0984,1.1323,0.61103,1.1323,0.019737,3
393,2.8524,9.3258,1.7119,0.67703,1.7119,0.021484,3
394,3.2148,7.3491,1.6946,0.67966,1.6946,0.020123,3
395,2.6919,10.667,2.0078,0.66223,2.0078,0.020126,3
396,2.8944,10.378,1.9912,0.71569,1.9912,0.018422,3
397,3.1051,9.6762,1.9858,0.74811,1.9858,0.017551,3
398,2.7617,9.0498,1.8407,0.65218,1.8407,0.021508,3
399,3.5399,4.6258,1.0961,0.58894,1.0961,0.024617,3
400,4.1976,5.3823,1.2389,0.61025,1.2389,0.015602,3
401,3.1608,3.721,1.0371,0.58399,1.0371,0.032726,3
402,3.952,4.1835,1.1913,0.60221,1.1913,0.013261,3
403,3.2763,3.4813,1.5083,1.0102,1.5083,0.087744,3
404,3.9078,4.5872,1.2506,0.53726,1.2506,0.013904,3
405,3.6295,6.5288,1.2402,0.74049,1.2402,0.013614,3
406,3.3577,4.5305,1.3631,0.77084,1.3631,0.04327,3
407,3.8055,4.8168,1.4515,0.60927,1.4515,0.012723,3
408,3.1459,9.0637,1.2547,0.70878,1.2547,0.012399,3
409,2.5796,7.8116,1.5832,0.77635,1.5832,0.042308,3
410,3.2843,6.1221,1.5962,0.64732,1.5962,0.010972,3
411,2.7343,8.3712,1.4498,0.63255,1.4498,0.011574,3
412,2.6926,8.7427,1.4918,0.63659,1.4918,0.011904,3
413,2.6255,10.6,2.0541,0.68433,2.0541,0.016118,3
