,f1,f2,f3,f4,f5,f6,Stage
27,0.0011503,0.0020225,0.0059046,4.6359,0.0059046,0.39937,2
28,0.00063423,0.0013138,0.0056951,4.0693,0.0056951,0.44263,2
29,0.0013503,0.0023265,0.0065784,4.512,0.0065784,0.43262,2
30,0.0015299,0.0027145,0.0083031,4.4398,0.0083031,0.44876,2
31,0.001898,0.0030703,0.0086958,4.2215,0.0086958,0.46794,2
32,0.00098708,0.0016786,0.0059331,3.5347,0.0059331,0.50034,2
33,0.0008746,0.0014788,0.0048921,3.5937,0.0048921,0.50563,2
34,0.0013079,0.0022132,0.0073541,4.2422,0.0073541,0.47466,2
35,0.0012997,0.0023118,0.0076013,4.0897,0.0076013,0.49888,2
36,0.00099926,0.0018021,0.0067477,3.4879,0.0067477,0.56984,2
37,0.00065165,0.0010652,0.0042989,3.6595,0.0042989,0.51089,2
38,0.0055005,0.0099723,0.028788,4.7785,0.028788,0.57659,2
39,0.0048566,0.0086882,0.025259,4.732,0.025259,0.57191,2
40,0.0063174,0.0093442,0.026217,5.1188,0.026217,0.53528,2
41,0.0076229,0.013042,0.031303,3.7619,0.031303,0.66801,2
42,0.0097337,0.013184,0.032208,5.5559,0.032208,0.51947,2
43,0.0059667,0.0081203,0.023814,5.5378,0.023814,0.51309,2
44,0.0054452,0.0083038,0.022069,5.4407,0.022069,0.4839,2
45,0.0097431,0.013928,0.031848,4.2811,0.031848,0.57958,2
46,0.0059477,0.010004,0.026299,3.0419,0.026299,0.64664,2
47,0.0093085,0.011621,0.026613,5.2758,0.026613,0.5318,2
48,0.0052228,0.0070863,0.021195,5.3483,0.021195,0.51907,2
49,0.0046841,0.0072794,0.019176,5.4758,0.019176,0.49239,2
50,0.0078594,0.01074,0.021956,4.0648,0.021956,0.58597,2
51,0.0050837,0.007172,0.015383,2.5589,0.015383,0.74606,2
52,0.0064202,0.0082388,0.019182,4.8957,0.019182,0.54416,2
53,0.0042174,0.0073348,0.021672,5.5804,0.021672,0.48063,2
54,0.0045483,0.0072809,0.019677,5.7506,0.019677,0.48873,2
55,0.0063238,0.010817,0.020078,3.9457,0.020078,0.67994,2
56,0.0039491,0.0065716,0.017744,4.0235,0.017744,0.63739,2
57,0.0052649,0.0081698,0.020388,4.9323,0.020388,0.54084,2
58,0.0046543,0.0081823,0.023663,5.79,0.023663,0.46975,2
59,0.0041825,0.0072344,0.021,5.7326,0.021,0.48566,2
60,0.0048933,0.008557,0.020089,4.6934,0.020089,0.57708,2
61,0.0034833,0.0073858,0.021534,4.7562,0.021534,0.57829,2
62,0.0043661,0.0086761,0.024216,5.1715,0.024216,0.53783,2
63,0.0052149,0.0089726,0.028285,6.0726,0.028285,0.46009,2
64,0.0040232,0.0073275,0.022827,6.1059,0.022827,0.45948,2
65,0.003395,0.0062333,0.019629,5.6996,0.019629,0.48487,2
66,0.0034661,0.0059757,0.018659,5.6289,0.018659,0.51832,2
67,0.0036952,0.0062822,0.020334,5.3642,0.020334,0.50982,2
68,0.0048394,0.00791,0.026462,5.5149,0.026462,0.48573,2
69,0.0047159,0.0079713,0.025035,6.0056,0.025035,0.46588,2
70,0.0033805,0.0067119,0.021335,5.4835,0.021335,0.52418,2
71,0.0030441,0.005741,0.019326,5.744,0.019326,0.51048,2
72,0.0035415,0.0063079,0.022142,5.6058,0.022142,0.49108,2
73,0.0048226,0.0080252,0.025973,5.4894,0.025973,0.48863,2
74,0.004494,0.0075788,0.025466,5.4055,0.025466,0.49091,2
75,0.0031678,0.0064165,0.020525,4.9599,0.020525,0.55574,2
76,1.334,0.61883,0.23574,0.18008,0.23574,0.01209,2
77,1.1779,0.62685,0.25862,0.17997,0.25862,0.012393,2
78,0.46365,0.26133,0.12339,0.10245,0.12339,0.0087602,2
79,0.56016,0.24318,0.12423,0.10559,0.12423,0.0096334,2
80,1.3506,0.7239,0.30848,0.21395,0.30848,0.016329,2
81,2.0708,1.2525,0.48619,0.29463,0.48619,0.021026,2
82,1.9257,1.3722,0.62757,0.49583,0.62757,0.03363,2
83,0.64858,0.38466,0.22021,0.19724,0.22021,0.015974,2
84,0.53589,0.22053,0.12596,0.098003,0.12596,0.0098547,2
85,1.8645,0.93286,0.42925,0.31753,0.42925,0.026897,2
86,2.8428,1.6731,0.66416,0.39869,0.66416,0.029007,2
87,1.028,0.86444,0.34364,0.26722,0.34364,0.019276,2
88,0.42909,0.29435,0.18047,0.20133,0.18047,0.018434,2
89,0.99287,0.48676,0.2611,0.25851,0.2611,0.027208,2
90,2.1917,1.5001,0.55254,0.36203,0.55254,0.032301,2
91,1.6625,1.0861,0.45191,0.34177,0.45191,0.022265,2
92,2.0337,1.9341,0.72201,0.52438,0.72201,0.038874,2
93,0.43873,0.48106,0.62709,1.2567,0.62709,0.088503,2
94,1.1256,0.71677,0.35256,0.26822,0.35256,0.030326,2
95,1.6846,1.4623,0.47346,0.27836,0.47346,0.026281,2
96,2.3616,2.0875,0.82395,0.55927,0.82395,0.03539,2
97,0.96793,0.92431,0.36318,0.25999,0.36318,0.019137,2
98,0.93913,0.79928,0.59149,0.83016,0.59149,0.069076,2
99,1.3244,0.85194,0.38683,0.23878,0.38683,0.02863,2
100,1.8896,1.5109,0.5891,0.3412,0.5891,0.037785,2
101,1.4425,1.729,0.66097,0.502,0.66097,0.035309,2
102,2.5692,2.506,1.0689,0.63507,1.0689,0.038936,2
103,1.5419,1.3933,0.61406,0.45498,0.61406,0.030548,2
104,2.2734,1.7259,0.76499,0.42111,0.76499,0.037131,2
105,1.0632,1.0135,0.51609,0.43299,0.51609,0.033682,2
106,1.1564,1.2173,0.65508,0.49683,0.65508,0.0431,2
107,1.1568,1.2392,0.65308,0.4809,0.65308,0.039944,2
108,2.4092,1.6706,0.80415,0.44311,0.80415,0.044185,2
109,2.0232,1.4049,0.67748,0.36197,0.67748,0.032856,2
110,1.4736,1.2417,0.64954,0.51249,0.64954,0.039746,2
111,1.7368,1.7498,0.95939,0.74801,0.95939,0.066198,2
112,1.1919,1.0377,0.52577,0.40953,0.52577,0.031372,2
113,2.4625,1.6535,0.82873,0.44956,0.82873,0.04556,2
114,1.5073,0.15377,0.054941,0.035931,0.054941,2.5273e-09,2
115,1.426,0.17866,0.064952,0.043501,0.064952,2.867e-09,2
116,1.8309,0.26254,0.095128,0.06164,0.095128,3.0733e-09,2
117,0.69406,0.09486,0.061868,0.038178,0.061868,3.5621e-09,2
118,0.93547,0.24533,0.13105,0.094708,0.13105,6.4565e-09,2
119,1.0122,0.35413,0.14901,0.11384,0.14901,6.3445e-09,2
120,2.328,0.8097,0.37017,0.27946,0.37017,1.1524e-08,2
121,1.4263,0.26415,0.14127,0.10444,0.14127,5.0014e-09,2
122,0.49544,0.14309,0.109,0.07341,0.109,7.6647e-09,2
123,0.62678,0.25262,0.11793,0.080218,0.11793,5.6746e-09,2
124,1.124,0.41624,0.19954,0.14405,0.19954,7.4994e-09,2
125,1.9918,0.81478,0.3822,0.29292,0.3822,1.04e-08,2
126,1.2909,0.46151,0.21475,0.15176,0.21475,8.1765e-09,2
127,0.17175,0.12765,0.096024,0.070422,0.096024,6.4328e-09,2
128,0.72131,0.65904,0.17747,0.10797,0.17747,8.0749e-09,2
129,2.0074,1.3573,0.49437,0.26037,0.49437,1.0437e-08,2
130,2.3766,2.0136,0.56327,0.35975,0.56327,1.3661e-08,2
131,0.53001,0.43468,0.15044,0.11474,0.15044,7.3286e-09,2
132,0.24791,0.25775,0.18387,0.12746,0.18387,1.4217e-08,2
133,0.42112,0.4568,0.13539,0.07451,0.13539,6.127e-09,2
134,2.7443,2.2838,0.81483,0.35463,0.81483,1.6001e-08,2
135,1.6465,1.6311,0.47587,0.23836,0.47587,1.1205e-08,2
136,1.0801,1.1116,0.42636,0.26349,0.42636,1.8007e-08,2
137,0.38161,0.35987,0.28077,0.19924,0.28077,1.9574e-08,2
138,0.6714,0.6492,0.40845,0.28,0.40845,2.6804e-08,2
139,2.0146,2.1648,0.81803,0.33806,0.81803,1.7391e-08,2
140,2.8183,2.1609,0.90467,0.3477,0.90467,1.5945e-08,2
141,2.0454,1.8189,0.71089,0.29391,0.71089,1.4278e-08,2
142,1.5586,1.9877,0.59362,0.31135,0.59362,2.1434e-08,2
143,1.6345,1.5812,0.78902,0.49171,0.78902,3.2124e-08,2
144,1.644,1.6027,1.0859,0.49099,1.0859,3.3678e-08,2
145,1.2639,1.146,0.59122,0.25299,0.59122,1.4993e-08,2
146,0.57849,0.42316,0.17738,0.084942,0.17738,6.6669e-09,2
147,0.81059,0.72649,0.29461,0.13616,0.29461,1.0266e-08,2
148,1.7595,1.9283,1.6952,0.95348,1.6952,7.0217e-08,2
149,2.331,2.0652,1.076,0.46595,1.076,2.8245e-08,2
150,0.97254,0.76514,0.45831,0.19097,0.45831,1.2295e-08,2
151,0.96755,0.89064,0.40241,0.21251,0.40241,1.7398e-08,2
152,2.2289,0.74012,0.48276,0.37031,0.48276,0.067356,2
153,2.0346,0.66405,0.43336,0.33053,0.43336,0.060764,2
154,2.5713,0.82376,0.4863,0.37633,0.4863,0.066301,2
155,2.0146,0.68184,0.51758,0.52369,0.51758,0.092579,2
156,3.0711,0.9041,0.57846,0.50162,0.57846,0.07663,2
157,3.3616,0.94838,0.54505,0.41764,0.54505,0.065719,2
158,3.0621,0.94749,0.65287,0.64863,0.65287,0.15793,2
159,1.2562,0.43924,0.30505,0.29201,0.30505,0.062452,2
160,1.5946,0.53362,0.46686,0.49034,0.46686,0.083469,2
161,1.8986,0.58137,0.37342,0.30424,0.37342,0.052593,2
162,3.2582,0.92309,0.53729,0.3942,0.53729,0.06367,2
163,2.4226,0.8,0.54348,0.6257,0.54348,0.15386,2
164,1.3851,0.47105,0.35088,0.33091,0.35088,0.064969,2
165,1.7818,0.82549,1.0062,0.84652,1.0062,0.1445,2
166,2.9172,0.99421,0.61414,0.44228,0.61414,0.068824,2
167,3.2953,0.99057,0.54608,0.42056,0.54608,0.060011,2
168,2.6069,0.86517,0.56126,0.56181,0.56126,0.12737,2
169,1.1873,0.57399,0.70688,0.71801,0.70688,0.084643,2
170,2.1571,0.91726,0.67033,0.58022,0.67033,0.10636,2
171,2.9494,1.0993,0.65309,0.43123,0.65309,0.061609,2
172,3.3961,1.1971,0.66998,0.46237,0.66998,0.054533,2
173,2.8174,0.98482,0.63961,0.51515,0.63961,0.089898,2
174,1.8778,0.41022,0.23707,0.19423,0.23707,0.033836,2
175,2.4287,1.0664,0.5961,0.39488,0.5961,0.057924,2
176,2.585,1.1264,0.62497,0.40997,0.62497,0.058195,2
177,3.1474,1.3907,0.76336,0.49322,0.76336,0.049971,2
178,3.6735,1.5157,0.80015,0.50501,0.80015,0.050932,2
179,2.8621,1.094,0.64976,0.46182,0.64976,0.06518,2
180,2.9782,1.2592,0.82076,0.51977,0.82076,0.073549,2
181,2.6334,1.0189,0.61958,0.45326,0.61958,0.067447,2
182,3.1925,1.5335,0.87032,0.64518,0.87032,0.061242,2
183,3.5903,1.6522,0.87807,0.58182,0.87807,0.053019,2
184,3.4947,1.4561,0.79018,0.46029,0.79018,0.053823,2
185,3.3328,1.5283,0.88216,0.58757,0.88216,0.066537,2
186,2.6381,1.1488,0.6436,0.56128,0.6436,0.065739,2
187,2.9752,1.5435,0.93098,0.77759,0.93098,0.07946,2
188,3.2113,1.5276,0.85782,0.71686,0.85782,0.07642,2
189,2.9836,1.5363,0.95126,0.79872,0.95126,0.099541,2
190,0.1054,0.03674,0.018204,0.014363,0.018204,0.0004666,2
191,0.10957,0.043642,0.021286,0.015699,0.021286,0.00059219,2
192,0.11778,0.035675,0.018628,0.0096583,0.018628,0.00068477,2
193,0.059062,0.021712,0.0093881,0.007306,0.0093881,0.00040348,2
194,0.3242,0.18976,0.10194,0.078762,0.10194,0.0018092,2
195,0.58251,0.34782,0.19187,0.14741,0.19187,0.0028224,2
196,0.48149,0.25639,0.13476,0.080445,0.13476,0.0024253,2
197,0.092444,0.029401,0.016576,0.0086584,0.016576,0.00068821,2
198,0.12125,0.064584,0.034642,0.029036,0.034642,0.00082375,2
199,0.23223,0.13781,0.073239,0.05502,0.073239,0.0016454,2
200,0.57049,0.34822,0.19053,0.14693,0.19053,0.0029697,2
201,0.58238,0.30047,0.16518,0.10434,0.16518,0.0032858,2
202,0.076637,0.025015,0.013958,0.0075132,0.013958,0.00064926,2
203,0.060696,0.022278,0.012668,0.010212,0.012668,0.00052125,2
204,0.34331,0.24977,0.14491,0.10878,0.14491,0.0023409,2
205,0.77289,0.39396,0.21912,0.14457,0.21912,0.0037514,2
206,0.55132,0.27681,0.1601,0.11127,0.1601,0.003093,2
207,0.059879,0.019091,0.010133,0.0058267,0.010133,0.0004504,2
208,0.062516,0.022488,0.012015,0.0076922,0.012015,0.00059359,2
209,0.16967,0.095777,0.053354,0.03972,0.053354,0.0013601,2
210,0.6373,0.32716,0.19028,0.12846,0.19028,0.0033314,2
211,0.55939,0.28891,0.16628,0.11822,0.16628,0.0031535,2
212,0.13558,0.041904,0.023327,0.01414,0.023327,0.0011726,2
213,0.13376,0.054382,0.029852,0.018003,0.029852,0.0012717,2
214,0.14291,0.059804,0.033838,0.020623,0.033838,0.001337,2
215,0.37972,0.18016,0.11519,0.072538,0.11519,0.0019792,2
216,0.69035,0.35069,0.21174,0.14517,0.21174,0.0034437,2
217,0.39845,0.16995,0.10408,0.069504,0.10408,0.0026048,2
218,0.2801,0.16193,0.086759,0.064231,0.086759,0.0022284,2
219,0.23614,0.077193,0.044072,0.02593,0.044072,0.0020659,2
220,0.26589,0.10641,0.065518,0.042788,0.065518,0.0017601,2
221,0.36575,0.14644,0.090624,0.056842,0.090624,0.0021792,2
222,0.32726,0.19882,0.10791,0.070204,0.10791,0.0023558,2
223,0.30953,0.16657,0.088974,0.058154,0.088974,0.0025627,2
224,0.3551,0.11435,0.062712,0.036046,0.062712,0.0030465,2
225,0.32657,0.1254,0.076961,0.049612,0.076961,0.0022123,2
226,0.39477,0.14245,0.083447,0.050812,0.083447,0.002695,2
227,0.29509,0.13515,0.07051,0.045784,0.07051,0.0027191,2
228,0.095055,0.024838,0.0041793,0.014964,0.0041793,1.3013,2
229,0.068625,0.020171,0.0031289,0.011166,0.0031289,1.3067,2
230,0.089778,0.028001,0.0042809,0.014099,0.0042809,1.3032,2
231,0.12274,0.041351,0.0070873,0.021231,0.0070873,1.2976,2
232,0.086616,0.027317,0.0042694,0.019496,0.0042694,1.3049,2
233,0.11361,0.039278,0.0045742,0.018405,0.0045742,1.3006,2
234,0.16424,0.098499,0.0097367,0.040691,0.0097367,1.2908,2
235,0.18039,0.072076,0.0084568,0.028525,0.0084568,1.2873,2
236,0.10239,0.040851,0.0062159,0.020411,0.0062159,1.301,2
237,0.046993,0.027332,0.0029126,0.012273,0.0029126,1.3089,2
238,0.15401,0.092205,0.0074901,0.025798,0.0074901,1.2938,2
239,0.17912,0.1898,0.011856,0.04276,0.011856,1.2855,2
240,0.24485,0.15196,0.015531,0.055587,0.015531,1.2781,2
241,0.095498,0.061011,0.0067576,0.028438,0.0067576,1.3013,2
242,0.095462,0.1215,0.0074468,0.033913,0.0074468,1.2988,2
243,0.17168,0.24479,0.0119,0.041122,0.0119,1.2843,2
244,0.1902,0.38204,0.017175,0.059978,0.017175,1.2753,2
245,0.21941,0.20125,0.01704,0.071556,0.01704,1.2791,2
246,0.12539,0.11993,0.010784,0.054702,0.010784,1.2943,2
247,0.12974,0.23312,0.012376,0.054181,0.012376,1.2895,2
248,0.1765,0.52489,0.017698,0.050933,0.017698,1.2713,2
249,0.17002,0.63487,0.021671,0.068085,0.021671,1.2661,2
250,0.19624,0.27218,0.018556,0.091698,0.018556,1.2786,2
251,0.094214,0.17797,0.011828,0.057863,0.011828,1.2949,2
252,0.10119,0.22872,0.013025,0.061326,0.013025,1.2919,2
253,0.10814,0.29585,0.014147,0.061067,0.014147,1.2883,2
254,0.15825,0.88663,0.023499,0.050426,0.023499,1.2582,2
255,0.11214,0.55238,0.018544,0.052568,0.018544,1.2769,2
256,0.14284,0.52778,0.020434,0.092934,0.020434,1.2729,2
257,0.11241,0.2784,0.014686,0.074384,0.014686,1.2879,2
258,0.022813,0.066721,0.0056475,0.013384,0.0056475,1.3093,2
259,0.028224,0.10485,0.0070029,0.015585,0.0070029,1.307,2
260,0.035908,0.16764,0.0089527,0.017135,0.0089527,1.3034,2
261,0.05603,0.26081,0.012254,0.027752,0.012254,1.2967,2
262,0.032564,0.10377,0.007965,0.02028,0.007965,1.3063,2
263,0.011695,0.040871,0.0043081,0.0062915,0.0043081,1.3119,2
264,0.015726,0.060146,0.0059326,0.0080433,0.0059326,1.3106,2
265,0.027704,0.09965,0.008283,0.01503,0.008283,1.3072,2
266,4.6403,1.5682,0.77028,0.53882,0.77028,0.030563,2
267,4.2899,1.4689,0.70754,0.5047,0.70754,0.027814,2
268,2.1619,0.73144,0.33247,0.19599,0.33247,0.010232,2
269,3.4946,1.3054,0.74549,0.52675,0.74549,0.030616,2
270,6.1431,1.844,0.87581,0.60209,0.87581,0.034779,2
271,5.4243,1.6838,0.72197,0.54147,0.72197,0.029416,2
272,2.6936,0.97899,0.36318,0.24596,0.36318,0.01111,2
273,1.2462,0.4843,0.2282,0.14874,0.2282,0.0091117,2
274,4.469,1.7858,1.0715,0.73839,1.0715,0.047974,2
275,5.2257,1.7487,0.85273,0.59956,0.85273,0.036656,2
276,5.008,1.6963,0.76319,0.56812,0.76319,0.033861,2
277,2.2364,0.91782,0.35374,0.24769,0.35374,0.010601,2
278,1.0886,0.50057,0.23604,0.1625,0.23604,0.013272,2
279,3.1883,1.3047,0.80973,0.60807,0.80973,0.042259,2
280,4.6358,1.6802,0.88684,0.61616,0.88684,0.040877,2
281,2.4331,1.0151,0.45191,0.28488,0.45191,0.013553,2
282,2.0995,0.94783,0.37493,0.26018,0.37493,0.012212,2
283,0.93429,0.4544,0.22027,0.15383,0.22027,0.0097516,2
284,3.2593,1.4786,0.96317,0.70643,0.96317,0.055938,2
285,4.0856,1.5952,0.89443,0.61507,0.89443,0.042862,2
286,2.3514,1.0683,0.48635,0.31178,0.48635,0.014496,2
287,1.823,0.92901,0.38822,0.25606,0.38822,0.013488,2
288,1.0459,0.62898,0.31657,0.22832,0.31657,0.016148,2
289,2.7311,1.724,1.2304,0.72465,1.2304,0.070275,2
290,3.519,1.8827,1.1672,0.74652,1.1672,0.057303,2
291,3.7388,1.7818,1.0763,0.70695,1.0763,0.051657,2
292,2.153,1.1441,0.57257,0.36608,0.57257,0.018039,2
293,1.8211,1.1487,0.5305,0.33843,0.5305,0.019497,2
294,1.6018,1.1015,0.5261,0.33969,0.5261,0.023536,2
295,1.4243,1.0295,0.52253,0.37657,0.52253,0.032138,2
296,2.1751,1.623,1.2613,0.80013,1.2613,0.09658,2
297,2.1455,1.2907,0.85701,0.58548,0.85701,0.053536,2
298,3.1132,1.8841,1.2373,0.87073,1.2373,0.076409,2
299,1.7253,1.2051,0.62332,0.44366,0.62332,0.033846,2
300,1.6337,1.4076,0.79891,0.73162,0.79891,0.077254,2
301,2.1346,1.8732,1.4619,1.0506,1.4619,0.13144,2
302,1.866,1.4534,0.85226,0.72111,0.85226,0.072574,2
303,1.7451,1.6501,0.94539,0.94481,0.94539,0.10359,2
304,2.8129,3.0849,1.3805,1.0462,1.3805,0.083195,2
305,3.1999,3.9207,1.5993,1.1535,1.5993,0.070419,2
306,1.776,1.9951,1.5269,2.1552,1.5269,0.32391,2
307,2.7823,3.6035,1.8462,1.8088,1.8462,0.231,2
308,3.7289,5.3085,2.0463,1.6098,2.0463,0.09643,2
309,1.4868,1.8395,1.4278,2.1805,1.4278,0.3807,2
310,1.9626,2.8264,1.5357,1.6706,1.5357,0.31174,2
311,3.5898,5.4593,1.9421,1.5818,1.9421,0.096362,2
312,1.8071,2.86,1.848,2.6019,1.848,0.23838,2
313,2.2855,4.3422,1.7283,1.7007,1.7283,0.23743,2
314,1.7728,3.9456,2.2223,2.0805,2.2223,0.20077,2
315,2.7971,6.4446,2.0075,1.6563,2.0075,0.12904,2
316,2.3926,5.0725,1.8568,1.1899,1.8568,0.071907,2
317,2.7675,6.2844,2.1026,1.2878,2.1026,0.077732,2
318,3.1103,7.3897,2.2173,1.5124,2.2173,0.084829,2
319,3.005,5.1989,2.1656,1.4124,2.1656,0.10082,2
320,3.2973,6.7817,2.3469,1.4167,2.3469,0.065236,2
321,3.3508,7.462,2.3264,1.4633,2.3264,0.061072,2
322,3.2029,4.7932,1.9301,1.2397,1.9301,0.069325,2
323,3.6291,4.7117,1.8843,1.4195,1.8843,0.083103,2
324,3.7843,4.9992,2.0203,1.7349,2.0203,0.10507,2
325,2.9764,3.2964,1.7128,1.8581,1.7128,0.2591,2
326,3.1618,4.9262,1.8134,1.6381,1.8134,0.13378,2
327,1.5298,2.0539,1.3118,1.8947,1.3118,0.28556,2
328,3.4661,6.2549,1.8634,1.6319,1.8634,0.074132,2
329,3.5374,5.6299,2.0316,1.8382,2.0316,0.15032,2
330,1.6056,2.4424,1.5111,1.7688,1.5111,0.31299,2
331,3.6734,8.2103,2.0738,1.772,2.0738,0.071997,2
332,3.4531,6.8905,2.124,1.882,2.124,0.13147,2
333,2.3221,5.38,2.1579,2.0203,2.1579,0.17355,2
334,3.5296,8.551,2.1586,1.654,2.1586,0.06389,2
335,3.3789,7.7336,2.1996,1.8043,2.1996,0.096632,2
336,2.9443,6.6641,2.182,1.847,2.182,0.1215,2
337,2.9033,6.6027,2.1856,1.87,2.1856,0.12167,2
338,3.4527,6.7026,2.3972,1.8756,2.3972,0.097502,2
339,2.9172,6.2571,2.2803,1.8886,2.2803,0.12511,2
340,3.7651,5.5692,2.2516,1.7263,2.2516,0.06822,2
341,3.3334,6.1156,2.3511,1.8143,2.3511,0.10232,2
342,3.2937,2.5993,1.3319,1.8613,1.3319,0.068283,2
343,3.6146,2.8275,1.4553,2.0267,1.4553,0.073632,2
344,2.6512,1.8683,1.1776,2.1585,1.1776,0.1381,2
345,3.6416,2.6161,1.5284,2.6624,1.5284,0.072556,2
346,4.1783,3.0502,1.5942,2.3494,1.5942,0.062735,2
347,1.2803,1.0122,0.94514,1.7752,0.94514,0.24174,2
348,3.3431,2.6346,1.6937,2.6841,1.6937,0.082277,2
349,3.7545,2.7937,1.387,2.0654,1.387,0.058123,2
350,1.7508,1.5954,1.4528,2.0846,1.4528,0.25708,2
351,2.8089,2.542,1.4328,2.1686,1.4328,0.074909,2
352,1.7382,2.4493,1.2689,2.145,1.2689,0.17178,2
353,2.907,2.8235,1.4303,2.0256,1.4303,0.081308,2
354,2.4281,3.4923,1.4042,1.8434,1.4042,0.10999,2
355,2.6014,3.7861,1.5121,1.9499,1.5121,0.1135,2
356,3.2462,3.5613,1.599,2.028,1.599,0.087825,2
357,2.5957,3.0274,1.9558,2.0187,1.9558,0.19513,2
358,3.0903,3.3548,1.7092,1.9658,1.7092,0.11814,2
359,2.9477,3.2637,1.5001,1.7926,1.5001,0.089877,2
360,2.187,2.6003,1.6703,1.7165,1.6703,0.16588,2
361,3.8814,3.1223,1.4725,2.4407,1.4725,0.042385,2
362,3.9976,2.9857,1.7666,2.8678,1.7666,0.03649,2
363,3.6126,2.7436,1.5698,2.3901,1.5698,0.048095,2
364,4.2885,3.4529,2.0891,3.3302,2.0891,0.041299,2
365,2.5932,2.0625,1.1685,1.8829,1.1685,0.055384,2
366,4.1823,3.6265,1.5344,2.9381,1.5344,0.039378,2
367,3.4601,3.8748,1.7331,3.0976,1.7331,0.039344,2
368,2.038,2.0687,1.2014,2.4736,1.2014,0.17618,2
369,3.712,3.5741,1.4431,2.5554,1.4431,0.037433,2
370,3.5808,4.6962,1.7917,3.2109,1.7917,0.045603,2
371,1.6447,2.7245,1.4993,2.2532,1.4993,0.14823,2
372,3.6174,3.662,1.6168,2.4483,1.6168,0.042113,2
373,3.4648,5.2207,1.8134,2.6253,1.8134,0.047854,2
374,2.5553,4.3773,1.4962,1.9674,1.4962,0.06148,2
375,2.1158,3.5154,1.3947,1.8303,1.3947,0.076484,2
376,3.5371,5.2298,2.0639,2.3971,2.0639,0.094822,2
377,3.1987,4.837,2.1339,2.467,2.1339,0.14968,2
378,3.1466,4.5643,2.4726,2.702,2.4726,0.2031,2
379,2.9036,4.4261,1.9467,2.2321,1.9467,0.13913,2
380,1.5007,0.71169,0.46572,0.26361,0.46572,0.028975,2
381,1.9454,1.0379,0.64546,0.24227,0.64546,0.03755,2
382,2.5073,1.2056,0.70376,0.32235,0.70376,0.051014,2
383,1.0995,0.42818,0.28363,0.17455,0.28363,0.018374,2
384,1.5953,1.1557,0.8469,0.47987,0.8469,0.037687,2
385,2.3622,1.3688,0.89637,0.34672,0.89637,0.013552,2
386,3.3822,1.5903,0.93228,0.53641,0.93228,0.023272,2
387,1.385,0.47227,0.26363,0.16812,0.26363,0.011874,2
388,1.0623,0.39406,0.24983,0.14652,0.24983,0.011961,2
389,1.6357,0.91122,0.63624,0.36539,0.63624,0.021155,2
390,1.79,0.97862,0.64287,0.28279,0.64287,0.01203,2
391,3.3,1.5622,0.89298,0.63744,0.89298,0.02844,2
392,1.444,0.54322,0.31691,0.20504,0.31691,0.014333,2
393,0.53596,0.5157,0.30611,0.17902,0.30611,0.014438,2
394,1.3274,1.4463,0.73823,0.30784,0.73823,0.017443,2
395,3.1652,1.6349,0.85535,0.60986,0.85535,0.030229,2
396,2.7685,1.8306,1.4999,0.67709,1.4999,0.03406,2
397,1.3619,0.54869,0.33575,0.21814,0.33575,0.015829,2
398,0.55779,0.83375,0.51138,0.22276,0.51138,0.018845,2
399,1.2724,2.6835,1.3735,0.33707,1.3735,0.020268,2
400,2.5267,1.9572,0.97855,0.57022,0.97855,0.033178,2
